Code,Country,Study,Submission,Documents,Note,Date
AE,United Arab Emirates,Pre-Market,Ethics Committee,Approval from Head of Department and CEO of hospital,If study is conduct in Dubai Hospitals. contact Dubai Hospital Professional Development Office DHPDO@dha.gov.ae to know more.,2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,Approval is required to be obtained from Director of Primary health Care Centers,If Study is conducting at DHA Primary health Care Centers. Contact PHCC Professional Development Office.,2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,CIP,,2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,Synopsis,,2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,Patient Information and Informed Consent,EN & ARABIC. Template available ,2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,All Data collection Forms,"Patient diary, cards, questionnaires …",2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,Budget plan,,2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,Financial Disclosure of Principal Investigator.,,2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,Agreements between parties,to be digned by the PI,2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,Proof of insurance ,,2022-07-15
AE,United Arab Emirates,Pre-Market,Ethics Committee,Payment ,,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Cover Letter on headed paper,Addressed by Principal Investigator to Dubai Scientific research Ethics Committee),2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Application form,Download from webpage,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,CIP & all curents admendments,,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Synopsis ,in EN,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,CRF,,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,IB,,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,PI have to obtain HOD signature,If multicenter study,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Approval from Head of Department and CEO of hospital,If study is conduct in Dubai Hospitals. contact Dubai Hospital Professional Development Office DHPDO@dha.gov.ae to know more.,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Approval is required to be obtained from Director of Primary health Care Centers,If Study is conducting at DHA Primary health Care Centers. Contact PHCC Professional Development Office.,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,CIP,,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Synopsis,,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Patient Information and Informed Consent,EN & ARABIC. Template available ,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,All Data collection Forms,"Patient diary, cards, questionnaires …",2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Budget plan,,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Financial Disclosure of Principal Investigator.,,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Agreements between parties,to be digned by the PI,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Proof of insurance ,,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,CE-mark certification,,2022-07-15
AE,United Arab Emirates,Post-Market,Ethics Committee,Payment ,,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,Aplication Form ,www.hrea.gov.au,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,Protocol,,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,IB,,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,"PI CVs, GCPs",,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,Patient information & ICF,,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,Assent Form (if aplicable),,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,Recruitment Plan,,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,CRFs,,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,Data management plans,,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,Questionnaires,,2022-07-15
AU,Australia,Pre-Market,Ethics Committee,Proof of insurance,,2022-07-15
AU,Australia,Post-Market,Ethics Committee,Aplication Form ,www.hrea.gov.au,2022-07-15
AU,Australia,Post-Market,Ethics Committee,Protocol,,2022-07-15
AU,Australia,Post-Market,Ethics Committee,IB,,2022-07-15
AU,Australia,Post-Market,Ethics Committee,"PI CVs, GCPs",,2022-07-15
AU,Australia,Post-Market,Ethics Committee,Patient information & ICF,,2022-07-15
AU,Australia,Post-Market,Ethics Committee,Assent Form (if aplicable),,2022-07-15
AU,Australia,Post-Market,Ethics Committee,Recruitment Plan,,2022-07-15
AU,Australia,Post-Market,Ethics Committee,CRFs,,2022-07-15
AU,Australia,Post-Market,Ethics Committee,Data management plans,,2022-07-15
AU,Australia,Post-Market,Ethics Committee,Questionnaires,,2022-07-15
AU,Australia,Post-Market,Ethics Committee,Proof of insurance,,2022-07-15
CN,China,Pre-Market,Ethics Committee,Cover Letter,Adapt to each RECs,2022-07-15
CN,China,Pre-Market,Ethics Committee,Application for Human Research Ethics Review,,2022-07-15
CN,China,Pre-Market,Ethics Committee,Protocol,,2022-07-15
CN,China,Pre-Market,Ethics Committee,IB,,2022-07-15
CN,China,Pre-Market,Ethics Committee,Patient information & ICF,,2022-07-15
CN,China,Pre-Market,Ethics Committee,CRF,,2022-07-15
CN,China,Pre-Market,Ethics Committee,"PI Cv, GCP",,2022-07-15
CN,China,Pre-Market,Ethics Committee,NMPA approval letter,CA approval letter,2022-07-15
CN,China,Pre-Market,Ethics Committee,Site sustainability,,2022-07-15
CN,China,Pre-Market,Ethics Committee,Proof of insurance,,2022-07-15
CN,China,Pre-Market,Ethics Committee,Sponsor statement ,,2022-07-15
CN,China,Post-Market,Ethics Committee,Cover Letter,Adapt to each RECs,2022-07-15
CN,China,Post-Market,Ethics Committee,Application for Human Research Ethics Review,,2022-07-15
CN,China,Post-Market,Ethics Committee,Protocol,,2022-07-15
CN,China,Post-Market,Ethics Committee,IB,,2022-07-15
CN,China,Post-Market,Ethics Committee,Patient information & ICF,,2022-07-15
CN,China,Post-Market,Ethics Committee,CRF,,2022-07-15
CN,China,Post-Market,Ethics Committee,"PI Cv, GCP",,2022-07-15
CN,China,Post-Market,Ethics Committee,NMPA approval letter,CA approval letter,2022-07-15
CN,China,Post-Market,Ethics Committee,Site sustainability,,2022-07-15
CN,China,Post-Market,Ethics Committee,Proof of insurance,,2022-07-15
CN,China,Post-Market,Ethics Committee,Sponsor statement ,,2022-07-15
ID,Indonesia,Pre-Market,Ethics Committee,Application Form,"Completely filled in using Indonesian and on the last page signed by the Principal Researcher, Supervisor/Coordinator",2022-07-15
ID,Indonesia,Pre-Market,Ethics Committee,CIP,Complete from Cover to Bibliography. Don't forget to include version number on the cover,2022-07-15
ID,Indonesia,Pre-Market,Ethics Committee,Patient information and ICF,Version on eachpage,2022-07-15
ID,Indonesia,Pre-Market,Ethics Committee,Assent form if needed,,2022-07-15
ID,Indonesia,Pre-Market,Ethics Committee,Application for ethical review (Cover Letter?),,2022-07-15
ID,Indonesia,Pre-Market,Ethics Committee,Declaration of conflict of Interest,Mandatory for sponsor research ,2022-07-15
ID,Indonesia,Pre-Market,Ethics Committee,"PI & team members Cv, GCP",Combined in 1 file ,2022-07-15
ID,Indonesia,Pre-Market,Ethics Committee,List of all members in the center,,2022-07-15
ID,Indonesia,Pre-Market,Ethics Committee,Proof of payment ,,2022-07-15
ID,Indonesia,Pre-Market,Ethics Committee,Extra instruction (see notes),"File numbers 1 – 5 are uploaded in PDF format (maximum 1 MB), not in format
JPG/JPEG images.
File numbers 6 – 9 are uploaded in WORD/PDF format (maximum 1 MB), may not be in JPG/JPEG image format.
File numbers 10 – 11 are uploaded in WORD/PDF/JPG/JPEG format",2022-07-15
ID,Indonesia,Post-Market,Ethics Committee,Application Form,"Completely filled in using Indonesian and on the last page signed by the Principal Researcher, Supervisor/Coordinator",2022-07-15
ID,Indonesia,Post-Market,Ethics Committee,CIP,Complete from Cover to Bibliography. Don't forget to include version number on the cover,2022-07-15
ID,Indonesia,Post-Market,Ethics Committee,Patient information and ICF,Version on eachpage,2022-07-15
ID,Indonesia,Post-Market,Ethics Committee,Assent form if needed,,2022-07-15
ID,Indonesia,Post-Market,Ethics Committee,Application for ethical review (Cover Letter?),,2022-07-15
ID,Indonesia,Post-Market,Ethics Committee,Declaration of conflict of Interest,Mandatory for sponsor research ,2022-07-15
ID,Indonesia,Post-Market,Ethics Committee,"PI & team members Cv, GCP",Combined in 1 file ,2022-07-15
ID,Indonesia,Post-Market,Ethics Committee,List of all members in the center,,2022-07-15
ID,Indonesia,Post-Market,Ethics Committee,Proof of payment ,,2022-07-15
ID,Indonesia,Post-Market,Ethics Committee,Extra instruction (see notes),"File numbers 1 – 5 are uploaded in PDF format (maximum 1 MB), not in format
JPG/JPEG images.
File numbers 6 – 9 are uploaded in WORD/PDF format (maximum 1 MB), may not be in JPG/JPEG image format.
File numbers 10 – 11 are uploaded in WORD/PDF/JPG/JPEG format",2022-07-15
IN,India,Pre-Market,Ethics Committee,Cover Letter,,2022-07-15
IN,India,Pre-Market,Ethics Committee,Application Form,,2022-07-15
IN,India,Pre-Market,Ethics Committee,CIP,,2022-07-15
IN,India,Pre-Market,Ethics Committee,PI CV,Not more than 2 pages. Include no. of projects of PI,2022-07-15
IN,India,Pre-Market,Ethics Committee,IB,,2022-07-15
IN,India,Pre-Market,Ethics Committee,Statement that the study shall be done in accordance with ICMR and GCP guidelines,,2022-07-15
IN,India,Pre-Market,Ethics Committee,IEC clearance of  other centers must be provided,Multicenters ,2022-07-15
IN,India,Pre-Market,Ethics Committee,Budget plan,,2022-07-15
IN,India,Pre-Market,Ethics Committee,Proof of insurance,,2022-07-15
IN,India,Pre-Market,Ethics Committee,Recruiment plan,,2022-07-15
IN,India,Pre-Market,Ethics Committee,Patient information and ICF,English/Hindi,2022-07-15
IN,India,Post-Market,Ethics Committee,Cover Letter,,2022-07-15
IN,India,Post-Market,Ethics Committee,Application Form,,2022-07-15
IN,India,Post-Market,Ethics Committee,CIP,,2022-07-15
IN,India,Post-Market,Ethics Committee,PI CV,Not more than 2 pages. Include no. of projects of PI,2022-07-15
IN,India,Post-Market,Ethics Committee,IB,,2022-07-15
IN,India,Post-Market,Ethics Committee,Statement that the study shall be done in accordance with ICMR and GCP guidelines,,2022-07-15
IN,India,Post-Market,Ethics Committee,IEC clearance of  other centers must be provided,Multicenters ,2022-07-15
IN,India,Post-Market,Ethics Committee,Budget plan,,2022-07-15
IN,India,Post-Market,Ethics Committee,Proof of insurance,,2022-07-15
IN,India,Post-Market,Ethics Committee,Recruiment plan,,2022-07-15
IN,India,Post-Market,Ethics Committee,Patient information and ICF,English/Hindi,2022-07-15
JP,Japan,Pre-Market,Ethics Committee,CIP,,2022-07-15
JP,Japan,Pre-Market,Ethics Committee,Synopsis,Korean and English,2022-07-15
JP,Japan,Pre-Market,Ethics Committee,Patient information and ICF,,2022-07-15
JP,Japan,Pre-Market,Ethics Committee,Sample CRF,,2022-07-15
JP,Japan,Pre-Market,Ethics Committee,Site sustainability,,2022-07-15
JP,Japan,Pre-Market,Ethics Committee,Recruitment plan ,,2022-07-15
JP,Japan,Pre-Market,Ethics Committee,Any compensation payment,,2022-07-15
JP,Japan,Pre-Market,Ethics Committee,Proof of insurance,,2022-07-15
JP,Japan,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
JP,Japan,Pre-Market,Ethics Committee,Contracts between sponsor/PI/CRO,,2022-07-15
JP,Japan,Post-Market,Ethics Committee,CIP,,2022-07-15
JP,Japan,Post-Market,Ethics Committee,Synopsis,Korean and English,2022-07-15
JP,Japan,Post-Market,Ethics Committee,Patient information and ICF,,2022-07-15
JP,Japan,Post-Market,Ethics Committee,Sample CRF,,2022-07-15
JP,Japan,Post-Market,Ethics Committee,Site sustainability,,2022-07-15
JP,Japan,Post-Market,Ethics Committee,Recruitment plan ,,2022-07-15
JP,Japan,Post-Market,Ethics Committee,Any compensation payment,,2022-07-15
JP,Japan,Post-Market,Ethics Committee,Proof of insurance,,2022-07-15
JP,Japan,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
JP,Japan,Post-Market,Ethics Committee,Contracts between sponsor/PI/CRO,,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Name of the applicant with designation,,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Name of the institute/Hospital/Field Area,,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Aproval of the Director of the institution ,,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Protocol,,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Synopsis ,in Khmer & in English,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Ethical issues ,,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,"Study Questionnaires, follow up, ..",in Khmer,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Patient information and ICF,in Khmer,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Pre-clinical animal data and clinical trial data from other countries,If applicable ,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,"PI CVs, GCPs, relevant publications during the last 5 years",,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Relevant regulatory clearances and support,,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Source of funding and financial requirements ,,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,An agreement to report any serious side effects or adverse drug reactions to NECHR,,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Statement of conflicts of interest,,2022-07-15
KH,Cambodia,Pre-Market,Ethics Committee,Fee ,,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Name of the applicant with designation,,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Name of the institute/Hospital/Field Area,,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Aproval of the Director of the institution ,,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Protocol,,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Synopsis ,in Khmer & in English,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Ethical issues ,,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,"Study Questionnaires, follow up, ..",in Khmer,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Patient information and ICF,in Khmer,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Pre-clinical animal data and clinical trial data from other countries,If applicable ,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,"PI CVs, GCPs, relevant publications during the last 5 years",,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Relevant regulatory clearances and support,,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Source of funding and financial requirements ,,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,An agreement to report any serious side effects or adverse drug reactions to NECHR,,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Statement of conflicts of interest,,2022-07-15
KH,Cambodia,Post-Market,Ethics Committee,Fee ,,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,Application Form,,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,CIP,,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,Synopsis (Study outline form),,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,CRF,,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,Patient information & ICF,,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,Safety informtion ,,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,Conpensation/ Proof of insurance,,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,Recruiment plan,,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,"PI CV, GCP",Recent version,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,Approvals from CA,If available ,2022-07-15
KR,Republic of  Korea,Pre-Market,Ethics Committee,Expedited request form,in case of Expedited review,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,Application Form,,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,CIP,,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,Synopsis (Study outline form),,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,CRF,,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,Patient information & ICF,,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,Safety informtion ,,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,Conpensation/ Proof of insurance,,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,Recruiment plan,,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,"PI CV, GCP",Recent version,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,Approvals from CA,If available ,2022-07-15
KR,Republic of  Korea,Post-Market,Ethics Committee,Expedited request form,in case of Expedited review,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,IA-HOD-IA form,Required for all types of submission,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,PI CV GCP,All clinical trial study. GCP in Malaysian,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,Declaration of Conflict of Interest by PI,Required for all types of submission,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,Cover Letter,,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,Study Protocol,,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,IB,All interventional studies,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,Patient information & ICF,Compulsory to have English & Bahasa Malasian language. Optional: Chinese & Tamil…,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,"Assent Form+ Parental Information Sheet & Consent
Forms",If aplicable. Two separate assent forms for children aged 7-12 and 13-18 years old. Compulsory to have English & Bahasa Malasian language. Optional: Chinese & Tamil…,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,CRF/ Data Collection Form/Questionnaire,,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,Approval/exemption letter from MDA,"A document / letter containing the Medical Device Authority’s
registration / exemption for the device to be used in the
study.",2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,Advertisement/ recruiment plan,,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,Proof of Insurance/ Letter of indemnity,,2022-07-15
MY,Malaysia,Pre-Market,Ethics Committee,Memorandum of Understanding/ Research Agreement,,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,IA-HOD-IA form,Required for all types of submission,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,PI CV GCP,All clinical trial study. GCP in Malaysian,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,Declaration of Conflict of Interest by PI,Required for all types of submission,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,Cover Letter,,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,Study Protocol,,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,IB,All interventional studies,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,Patient information & ICF,Compulsory to have English & Bahasa Malasian language. Optional: Chinese & Tamil…,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,"Assent Form+ Parental Information Sheet & Consent
Forms",If aplicable. Two separate assent forms for children aged 7-12 and 13-18 years old. Compulsory to have English & Bahasa Malasian language. Optional: Chinese & Tamil…,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,CRF/ Data Collection Form/Questionnaire,,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,Approval/exemption letter from MDA,"A document / letter containing the Medical Device Authority’s
registration / exemption for the device to be used in the
study.",2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,Advertisement/ recruiment plan,,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,Proof of Insurance/ Letter of indemnity,,2022-07-15
MY,Malaysia,Post-Market,Ethics Committee,Memorandum of Understanding/ Research Agreement,,2022-07-15
NZ,New Zealand,Pre-Market,Ethics Committee,Study protocol,,2022-07-15
NZ,New Zealand,Pre-Market,Ethics Committee,Evidence of appropiate scientific peer review,Guidance: https://ethics.health.govt.nz/guides-templates-and-forms/scientific-peer-review-submissions-guidance/,2022-07-15
NZ,New Zealand,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
NZ,New Zealand,Pre-Market,Ethics Committee,Patient information and ICF,,2022-07-15
NZ,New Zealand,Pre-Market,Ethics Committee,Assent Form ,If available,2022-07-15
NZ,New Zealand,Pre-Market,Ethics Committee,Recruitment plan,,2022-07-15
NZ,New Zealand,Pre-Market,Ethics Committee,Surveys or questionnaires,,2022-07-15
NZ,New Zealand,Pre-Market,Ethics Committee,Proof of Insurance,,2022-07-15
NZ,New Zealand,Post-Market,Ethics Committee,Study protocol,,2022-07-15
NZ,New Zealand,Post-Market,Ethics Committee,Evidence of appropiate scientific peer review,Guidance: https://ethics.health.govt.nz/guides-templates-and-forms/scientific-peer-review-submissions-guidance/,2022-07-15
NZ,New Zealand,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
NZ,New Zealand,Post-Market,Ethics Committee,Patient information and ICF,,2022-07-15
NZ,New Zealand,Post-Market,Ethics Committee,Assent Form ,If available,2022-07-15
NZ,New Zealand,Post-Market,Ethics Committee,Recruitment plan,,2022-07-15
NZ,New Zealand,Post-Market,Ethics Committee,Surveys or questionnaires,,2022-07-15
NZ,New Zealand,Post-Market,Ethics Committee,Proof of Insurance,,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,"Find the right RECs and contact them directly. If No REC in the PHREB, Then apply to National EC: https://nec.pchrd.dost.gov.ph/index.php/requirementsforreview",Only level 3 PHREB Accredited RECs can review clinical trial studies. Webpage: https://ethics.healthresearch.ph/index.php/level-3-accredited-recs ,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,Cover Letter,,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,Application Form,,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,Protocol,,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,IB,,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,Patient information and ICF,English & Tagalog version,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,Subject Worksheets/Patient Diary /Alert Cards,English & Tagalog version,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,Approval of the PFDA (Philippines CA),,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,Site sustainability,,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,Proof of insurance,,2022-07-15
PH,Philippines,Pre-Market,Ethics Committee,Ethic Review Fee,,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,"Find the right RECs and contact them directly. If No REC in the PHREB, Then apply to National EC: https://nec.pchrd.dost.gov.ph/index.php/requirementsforreview",Only level 3 PHREB Accredited RECs can review clinical trial studies. Webpage: https://ethics.healthresearch.ph/index.php/level-3-accredited-recs ,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,Cover Letter,,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,Application Form,,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,Protocol,,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,IB,,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,Patient information and ICF,English & Tagalog version,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,Subject Worksheets/Patient Diary /Alert Cards,English & Tagalog version,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,Approval of the PFDA (Philippines CA),,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,Site sustainability,,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,Proof of insurance,,2022-07-15
PH,Philippines,Post-Market,Ethics Committee,Ethic Review Fee,,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,Cover Letter,State the list of document submission,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,CIP,,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,IB,Arabic,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,GDPR ,,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,Patient recruiment,,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,Patient information & ICF,Arabic,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,CRF (all),,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,Any compensation ,,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,Risks & benefits assessment,,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
SA,Saudi Arabia,Pre-Market,Ethics Committee,Declaration of conflict of interest ,,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,Cover Letter,State the list of document submission,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,CIP,,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,IB,Arabic,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,GDPR ,,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,Patient recruiment,,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,Patient information & ICF,Arabic,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,CRF (all),,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,Any compensation ,,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,Risks & benefits assessment,,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
SA,Saudi Arabia,Post-Market,Ethics Committee,Declaration of conflict of interest ,,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,Application Form,ONLINE ishare/ROAM Download guidance. ,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,CIP/Protocol,Template on webpage,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,Patient information and ICF,English and local languagea,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,PI CV GCP,,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,Assent Form (if aplicable) ,,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,Recruiment plan,"posters, brochures, advertisements, letter of invitation, scripts, etc",2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,CRF ,,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,Please attach at least two relevant publications that support the conduct of the study.,Included in application Form,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,IFU,If available,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,Proof of insurance,Only for DSRB application,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,DSMB Charter (if aplicale),https://ishare.singhealth.com.sg/,2022-07-15
SG,Singapore,Pre-Market,Ethics Committee,ROAM platform,https://www.research.nhg.com.sg/sop/process/ROMP/Admin_Intranet_Login,2022-07-15
SG,Singapore,Post-Market,Ethics Committee,Application Form,ONLINE ishare/ROAM Download guidance. ,2022-07-15
SG,Singapore,Post-Market,Ethics Committee,CIP/Protocol,Template on webpage,2022-07-15
SG,Singapore,Post-Market,Ethics Committee,Patient information and ICF,English and local languagea,2022-07-15
SG,Singapore,Post-Market,Ethics Committee,PI CV GCP,,2022-07-15
SG,Singapore,Post-Market,Ethics Committee,Assent Form (if aplicable) ,,2022-07-15
