Code,Country,Study,Submission,Documents,Note,Date
AE,United Arab Emirates,Post-Market,CA,All Data collection Forms,"Patient diary, cards, questionnaires …",2022-07-03
AE,United Arab Emirates,Post-Market,CA,Budget plan,,2022-07-03
AE,United Arab Emirates,Post-Market,CA,Financial Disclosure of Principal Investigator.,,2022-07-03
AE,United Arab Emirates,Post-Market,CA,Agreements between parties,to be digned by the PI,2022-07-03
AE,United Arab Emirates,Post-Market,CA,"PI CV, GCP",,2022-07-03
AE,United Arab Emirates,Post-Market,CA,Proof of insurance ,,2022-07-03
AE,United Arab Emirates,Post-Market,CA,CE-mark certification,,2022-07-03
AE,United Arab Emirates,Post-Market,CA,Payment ,,2022-07-03
AU,Australia,Pre-Market,CA,Aplication Form ,www.hrea.gov.au,2022-07-03
AU,Australia,Pre-Market,CA,Protocol,,2022-07-03
AU,Australia,Pre-Market,CA,IB,,2022-07-03
AU,Australia,Pre-Market,CA,"PI CVs, GCPs",,2022-07-03
AU,Australia,Pre-Market,CA,Patient information & ICF,,2022-07-03
AU,Australia,Pre-Market,CA,Assent Form (if aplicable),,2022-07-03
AU,Australia,Pre-Market,CA,Recruitment Plan,,2022-07-03
AU,Australia,Pre-Market,CA,CRFs,,2022-07-03
AU,Australia,Pre-Market,CA,Data management plans,,2022-07-03
AU,Australia,Pre-Market,CA,Questionnaires,,2022-07-03
AU,Australia,Pre-Market,CA,Proof of insurance,,2022-07-03
AU,Australia,Post-Market,CA,Aplication Form ,www.hrea.gov.au,2022-07-03
AU,Australia,Post-Market,CA,Protocol,,2022-07-03
AU,Australia,Post-Market,CA,IB,,2022-07-03
AU,Australia,Post-Market,CA,"PI CVs, GCPs",,2022-07-03
AU,Australia,Post-Market,CA,Patient information & ICF,,2022-07-03
AU,Australia,Post-Market,CA,Assent Form (if aplicable),,2022-07-03
AU,Australia,Post-Market,CA,Recruitment Plan,,2022-07-03
AU,Australia,Post-Market,CA,CRFs,,2022-07-03
AU,Australia,Post-Market,CA,Data management plans,,2022-07-03
AU,Australia,Post-Market,CA,Questionnaires,,2022-07-03
AU,Australia,Post-Market,CA,Proof of insurance,,2022-07-03
CN,China,Pre-Market,CA,Cover Letter,Adapt to each RECs,2022-07-03
CN,China,Pre-Market,CA,Application for Human Research Ethics Review,,2022-07-03
CN,China,Pre-Market,CA,Protocol,,2022-07-03
CN,China,Pre-Market,CA,IB,,2022-07-03
CN,China,Pre-Market,CA,Patient information & ICF,,2022-07-03
CN,China,Pre-Market,CA,CRF,,2022-07-03
CN,China,Pre-Market,CA,"PI Cv, GCP",,2022-07-03
CN,China,Pre-Market,CA,NMPA approval letter,CA approval letter,2022-07-03
CN,China,Pre-Market,CA,Site sustainability,,2022-07-03
CN,China,Pre-Market,CA,Proof of insurance,,2022-07-03
CN,China,Pre-Market,CA,Sponsor statement ,,2022-07-03
CN,China,Post-Market,CA,Cover Letter,Adapt to each RECs,2022-07-03
CN,China,Post-Market,CA,Application for Human Research Ethics Review,,2022-07-03
CN,China,Post-Market,CA,Protocol,,2022-07-03
CN,China,Post-Market,CA,IB,,2022-07-03
CN,China,Post-Market,CA,Patient information & ICF,,2022-07-03
CN,China,Post-Market,CA,CRF,,2022-07-03
CN,China,Post-Market,CA,"PI Cv, GCP",,2022-07-03
CN,China,Post-Market,CA,NMPA approval letter,CA approval letter,2022-07-03
CN,China,Post-Market,CA,Site sustainability,,2022-07-03
CN,China,Post-Market,CA,Proof of insurance,,2022-07-03
CN,China,Post-Market,CA,Sponsor statement ,,2022-07-03
ID,Indonesia,Pre-Market,CA,Application Form,"Completely filled in using Indonesian and on the last page signed by the Principal Researcher, Supervisor/Coordinator",2022-07-03
ID,Indonesia,Pre-Market,CA,CIP,Complete from Cover to Bibliography. Don't forget to include version number on the cover,2022-07-03
ID,Indonesia,Pre-Market,CA,Patient information and ICF,Version on eachpage,2022-07-03
ID,Indonesia,Pre-Market,CA,Assent form if needed,,2022-07-03
ID,Indonesia,Pre-Market,CA,Application for ethical review (Cover Letter?),,2022-07-03
ID,Indonesia,Pre-Market,CA,Declaration of conflict of Interest,Mandatory for sponsor research ,2022-07-03
ID,Indonesia,Pre-Market,CA,"PI & team members Cv, GCP",Combined in 1 file ,2022-07-03
ID,Indonesia,Pre-Market,CA,List of all members in the center,,2022-07-03
ID,Indonesia,Pre-Market,CA,Proof of payment ,,2022-07-03
ID,Indonesia,Pre-Market,CA,Extra instruction (see notes),"File numbers 1 – 5 are uploaded in PDF format (maximum 1 MB), not in format
JPG/JPEG images.
File numbers 6 – 9 are uploaded in WORD/PDF format (maximum 1 MB), may not be in JPG/JPEG image format.
File numbers 10 – 11 are uploaded in WORD/PDF/JPG/JPEG format",2022-07-03
ID,Indonesia,Post-Market,CA,Application Form,"Completely filled in using Indonesian and on the last page signed by the Principal Researcher, Supervisor/Coordinator",2022-07-03
ID,Indonesia,Post-Market,CA,CIP,Complete from Cover to Bibliography. Don't forget to include version number on the cover,2022-07-03
ID,Indonesia,Post-Market,CA,Patient information and ICF,Version on eachpage,2022-07-03
ID,Indonesia,Post-Market,CA,Assent form if needed,,2022-07-03
ID,Indonesia,Post-Market,CA,Application for ethical review (Cover Letter?),,2022-07-03
ID,Indonesia,Post-Market,CA,Declaration of conflict of Interest,Mandatory for sponsor research ,2022-07-03
ID,Indonesia,Post-Market,CA,"PI & team members Cv, GCP",Combined in 1 file ,2022-07-03
ID,Indonesia,Post-Market,CA,List of all members in the center,,2022-07-03
ID,Indonesia,Post-Market,CA,Proof of payment ,,2022-07-03
ID,Indonesia,Post-Market,CA,Extra instruction (see notes),"File numbers 1 – 5 are uploaded in PDF format (maximum 1 MB), not in format
JPG/JPEG images.
File numbers 6 – 9 are uploaded in WORD/PDF format (maximum 1 MB), may not be in JPG/JPEG image format.
File numbers 10 – 11 are uploaded in WORD/PDF/JPG/JPEG format",2022-07-03
IN,India,Pre-Market,CA,Cover Letter,,2022-07-03
IN,India,Pre-Market,CA,Application Form,,2022-07-03
IN,India,Pre-Market,CA,CIP,,2022-07-03
IN,India,Pre-Market,CA,PI CV,Not more than 2 pages. Include no. of projects of PI,2022-07-03
IN,India,Pre-Market,CA,IB,,2022-07-03
IN,India,Pre-Market,CA,Statement that the study shall be done in accordance with ICMR and GCP guidelines,,2022-07-03
IN,India,Pre-Market,CA,IEC clearance of  other centers must be provided,Multicenters ,2022-07-03
IN,India,Pre-Market,CA,Budget plan,,2022-07-03
IN,India,Pre-Market,CA,Proof of insurance,,2022-07-03
IN,India,Pre-Market,CA,Recruiment plan,,2022-07-03
IN,India,Pre-Market,CA,Patient information and ICF,English/Hindi,2022-07-03
IN,India,Post-Market,CA,Cover Letter,,2022-07-03
IN,India,Post-Market,CA,Application Form,,2022-07-03
IN,India,Post-Market,CA,CIP,,2022-07-03
IN,India,Post-Market,CA,PI CV,Not more than 2 pages. Include no. of projects of PI,2022-07-03
IN,India,Post-Market,CA,IB,,2022-07-03
IN,India,Post-Market,CA,Statement that the study shall be done in accordance with ICMR and GCP guidelines,,2022-07-03
IN,India,Post-Market,CA,IEC clearance of  other centers must be provided,Multicenters ,2022-07-03
IN,India,Post-Market,CA,Budget plan,,2022-07-03
IN,India,Post-Market,CA,Proof of insurance,,2022-07-03
IN,India,Post-Market,CA,Recruiment plan,,2022-07-03
IN,India,Post-Market,CA,Patient information and ICF,English/Hindi,2022-07-03
JP,Japan,Pre-Market,CA,CIP,,2022-07-03
JP,Japan,Pre-Market,CA,Synopsis,Korean and English,2022-07-03
JP,Japan,Pre-Market,CA,Patient information and ICF,,2022-07-03
JP,Japan,Pre-Market,CA,Sample CRF,,2022-07-03
JP,Japan,Pre-Market,CA,Site sustainability,,2022-07-03
JP,Japan,Pre-Market,CA,Recruitment plan ,,2022-07-03
JP,Japan,Pre-Market,CA,Any compensation payment,,2022-07-03
JP,Japan,Pre-Market,CA,Proof of insurance,,2022-07-03
JP,Japan,Pre-Market,CA,"PI CV, GCP",,2022-07-03
JP,Japan,Pre-Market,CA,Contracts between sponsor/PI/CRO,,2022-07-03
JP,Japan,Post-Market,CA,CIP,,2022-07-03
JP,Japan,Post-Market,CA,Synopsis,Korean and English,2022-07-03
JP,Japan,Post-Market,CA,Patient information and ICF,,2022-07-03
JP,Japan,Post-Market,CA,Sample CRF,,2022-07-03
JP,Japan,Post-Market,CA,Site sustainability,,2022-07-03
JP,Japan,Post-Market,CA,Recruitment plan ,,2022-07-03
JP,Japan,Post-Market,CA,Any compensation payment,,2022-07-03
JP,Japan,Post-Market,CA,Proof of insurance,,2022-07-03
JP,Japan,Post-Market,CA,"PI CV, GCP",,2022-07-03
JP,Japan,Post-Market,CA,Contracts between sponsor/PI/CRO,,2022-07-03
KH,Cambodia,Pre-Market,CA,Name of the applicant with designation,,2022-07-03
KH,Cambodia,Pre-Market,CA,Name of the institute/Hospital/Field Area,,2022-07-03
KH,Cambodia,Pre-Market,CA,Aproval of the Director of the institution ,,2022-07-03
KH,Cambodia,Pre-Market,CA,Protocol,,2022-07-03
KH,Cambodia,Pre-Market,CA,Synopsis ,in Khmer & in English,2022-07-03
KH,Cambodia,Pre-Market,CA,Ethical issues ,,2022-07-03
KH,Cambodia,Pre-Market,CA,"Study Questionnaires, follow up, ..",in Khmer,2022-07-03
KH,Cambodia,Pre-Market,CA,Patient information and ICF,in Khmer,2022-07-03
KH,Cambodia,Pre-Market,CA,Pre-clinical animal data and clinical trial data from other countries,If applicable ,2022-07-03
KH,Cambodia,Pre-Market,CA,"PI CVs, GCPs, relevant publications during the last 5 years",,2022-07-03
KH,Cambodia,Pre-Market,CA,Relevant regulatory clearances and support,,2022-07-03
KH,Cambodia,Pre-Market,CA,Source of funding and financial requirements ,,2022-07-03
KH,Cambodia,Pre-Market,CA,An agreement to report any serious side effects or adverse drug reactions to NECHR,,2022-07-03
KH,Cambodia,Pre-Market,CA,Statement of conflicts of interest,,2022-07-03
KH,Cambodia,Pre-Market,CA,Fee ,,2022-07-03
KH,Cambodia,Post-Market,CA,Name of the applicant with designation,,2022-07-03
KH,Cambodia,Post-Market,CA,Name of the institute/Hospital/Field Area,,2022-07-03
KH,Cambodia,Post-Market,CA,Aproval of the Director of the institution ,,2022-07-03
KH,Cambodia,Post-Market,CA,Protocol,,2022-07-03
KH,Cambodia,Post-Market,CA,Synopsis ,in Khmer & in English,2022-07-03
KH,Cambodia,Post-Market,CA,Ethical issues ,,2022-07-03
KH,Cambodia,Post-Market,CA,"Study Questionnaires, follow up, ..",in Khmer,2022-07-03
KH,Cambodia,Post-Market,CA,Patient information and ICF,in Khmer,2022-07-03
KH,Cambodia,Post-Market,CA,Pre-clinical animal data and clinical trial data from other countries,If applicable ,2022-07-03
KH,Cambodia,Post-Market,CA,"PI CVs, GCPs, relevant publications during the last 5 years",,2022-07-03
KH,Cambodia,Post-Market,CA,Relevant regulatory clearances and support,,2022-07-03
KH,Cambodia,Post-Market,CA,Source of funding and financial requirements ,,2022-07-03
KH,Cambodia,Post-Market,CA,An agreement to report any serious side effects or adverse drug reactions to NECHR,,2022-07-03
KH,Cambodia,Post-Market,CA,Statement of conflicts of interest,,2022-07-03
KH,Cambodia,Post-Market,CA,Fee ,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Application Form,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,CIP,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Synopsis (Study outline form),,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,CRF,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Patient information & ICF,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Safety informtion ,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Conpensation/ Proof of insurance,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Recruiment plan,,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,"PI CV, GCP",Recent version,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Approvals from CA,If available ,2022-07-03
KR,Republic of  Korea,Pre-Market,CA,Expedited request form,in case of Expedited review,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Application Form,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,CIP,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Synopsis (Study outline form),,2022-07-03
KR,Republic of  Korea,Post-Market,CA,CRF,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Patient information & ICF,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Safety informtion ,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Conpensation/ Proof of insurance,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Recruiment plan,,2022-07-03
KR,Republic of  Korea,Post-Market,CA,"PI CV, GCP",Recent version,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Approvals from CA,If available ,2022-07-03
KR,Republic of  Korea,Post-Market,CA,Expedited request form,in case of Expedited review,2022-07-03
MY,Malaysia,Pre-Market,CA,IA-HOD-IA form,Required for all types of submission,2022-07-03
MY,Malaysia,Pre-Market,CA,PI CV GCP,All clinical trial study. GCP in Malaysian,2022-07-03
MY,Malaysia,Pre-Market,CA,Declaration of Conflict of Interest by PI,Required for all types of submission,2022-07-03
MY,Malaysia,Pre-Market,CA,Cover Letter,,2022-07-03
MY,Malaysia,Pre-Market,CA,Study Protocol,,2022-07-03
MY,Malaysia,Pre-Market,CA,IB,All interventional studies,2022-07-03
MY,Malaysia,Pre-Market,CA,Patient information & ICF,Compulsory to have English & Bahasa Malasian language. Optional: Chinese & Tamil…,2022-07-03
MY,Malaysia,Pre-Market,CA,"Assent Form+ Parental Information Sheet & Consent
Forms",If aplicable. Two separate assent forms for children aged 7-12 and 13-18 years old. Compulsory to have English & Bahasa Malasian language. Optional: Chinese & Tamil…,2022-07-03
MY,Malaysia,Pre-Market,CA,CRF/ Data Collection Form/Questionnaire,,2022-07-03
MY,Malaysia,Pre-Market,CA,Approval/exemption letter from MDA,"A document / letter containing the Medical Device Authority’s
registration / exemption for the device to be used in the
study.",2022-07-03
MY,Malaysia,Pre-Market,CA,Advertisement/ recruiment plan,,2022-07-03
MY,Malaysia,Pre-Market,CA,Proof of Insurance/ Letter of indemnity,,2022-07-03
MY,Malaysia,Pre-Market,CA,Memorandum of Understanding/ Research Agreement,,2022-07-03
MY,Malaysia,Post-Market,CA,IA-HOD-IA form,Required for all types of submission,2022-07-03
MY,Malaysia,Post-Market,CA,PI CV GCP,All clinical trial study. GCP in Malaysian,2022-07-03
MY,Malaysia,Post-Market,CA,Declaration of Conflict of Interest by PI,Required for all types of submission,2022-07-03
MY,Malaysia,Post-Market,CA,Cover Letter,,2022-07-03
MY,Malaysia,Post-Market,CA,Study Protocol,,2022-07-03
MY,Malaysia,Post-Market,CA,IB,All interventional studies,2022-07-03
MY,Malaysia,Post-Market,CA,Patient information & ICF,Compulsory to have English & Bahasa Malasian language. Optional: Chinese & Tamil…,2022-07-03
MY,Malaysia,Post-Market,CA,"Assent Form+ Parental Information Sheet & Consent
Forms",If aplicable. Two separate assent forms for children aged 7-12 and 13-18 years old. Compulsory to have English & Bahasa Malasian language. Optional: Chinese & Tamil…,2022-07-03
MY,Malaysia,Post-Market,CA,CRF/ Data Collection Form/Questionnaire,,2022-07-03
MY,Malaysia,Post-Market,CA,Approval/exemption letter from MDA,"A document / letter containing the Medical Device Authority’s
registration / exemption for the device to be used in the
study.",2022-07-03
MY,Malaysia,Post-Market,CA,Advertisement/ recruiment plan,,2022-07-03
MY,Malaysia,Post-Market,CA,Proof of Insurance/ Letter of indemnity,,2022-07-03
MY,Malaysia,Post-Market,CA,Memorandum of Understanding/ Research Agreement,,2022-07-03
NZ,New Zealand,Pre-Market,CA,Study protocol,,2022-07-03
NZ,New Zealand,Pre-Market,CA,Evidence of appropiate scientific peer review,Guidance: https://ethics.health.govt.nz/guides-templates-and-forms/scientific-peer-review-submissions-guidance/,2022-07-03
NZ,New Zealand,Pre-Market,CA,"PI CV, GCP",,2022-07-03
NZ,New Zealand,Pre-Market,CA,Patient information and ICF,,2022-07-03
NZ,New Zealand,Pre-Market,CA,Assent Form ,If available,2022-07-03
NZ,New Zealand,Pre-Market,CA,Recruitment plan,,2022-07-03
NZ,New Zealand,Pre-Market,CA,Surveys or questionnaires,,2022-07-03
NZ,New Zealand,Pre-Market,CA,Proof of Insurance,,2022-07-03
NZ,New Zealand,Post-Market,CA,Study protocol,,2022-07-03
NZ,New Zealand,Post-Market,CA,Evidence of appropiate scientific peer review,Guidance: https://ethics.health.govt.nz/guides-templates-and-forms/scientific-peer-review-submissions-guidance/,2022-07-03
NZ,New Zealand,Post-Market,CA,"PI CV, GCP",,2022-07-03
NZ,New Zealand,Post-Market,CA,Patient information and ICF,,2022-07-03
NZ,New Zealand,Post-Market,CA,Assent Form ,If available,2022-07-03
NZ,New Zealand,Post-Market,CA,Recruitment plan,,2022-07-03
NZ,New Zealand,Post-Market,CA,Surveys or questionnaires,,2022-07-03
NZ,New Zealand,Post-Market,CA,Proof of Insurance,,2022-07-03
PH,Philippines,Pre-Market,CA,"Find the right RECs and contact them directly. If No REC in the PHREB, Then apply to National EC: https://nec.pchrd.dost.gov.ph/index.php/requirementsforreview",Only level 3 PHREB Accredited RECs can review clinical trial studies. Webpage: https://ethics.healthresearch.ph/index.php/level-3-accredited-recs ,2022-07-03
PH,Philippines,Pre-Market,CA,Cover Letter,,2022-07-03
PH,Philippines,Pre-Market,CA,Application Form,,2022-07-03
PH,Philippines,Pre-Market,CA,Protocol,,2022-07-03
PH,Philippines,Pre-Market,CA,IB,,2022-07-03
PH,Philippines,Pre-Market,CA,Patient information and ICF,English & Tagalog version,2022-07-03
PH,Philippines,Pre-Market,CA,Subject Worksheets/Patient Diary /Alert Cards,English & Tagalog version,2022-07-03
PH,Philippines,Pre-Market,CA,Approval of the PFDA (Philippines CA),,2022-07-03
PH,Philippines,Pre-Market,CA,"PI CV, GCP",,2022-07-03
PH,Philippines,Pre-Market,CA,Site sustainability,,2022-07-03
PH,Philippines,Pre-Market,CA,Proof of insurance,,2022-07-03
PH,Philippines,Pre-Market,CA,Ethic Review Fee,,2022-07-03
PH,Philippines,Post-Market,CA,"Find the right RECs and contact them directly. If No REC in the PHREB, Then apply to National EC: https://nec.pchrd.dost.gov.ph/index.php/requirementsforreview",Only level 3 PHREB Accredited RECs can review clinical trial studies. Webpage: https://ethics.healthresearch.ph/index.php/level-3-accredited-recs ,2022-07-03
PH,Philippines,Post-Market,CA,Cover Letter,,2022-07-03
PH,Philippines,Post-Market,CA,Application Form,,2022-07-03
PH,Philippines,Post-Market,CA,Protocol,,2022-07-03
PH,Philippines,Post-Market,CA,IB,,2022-07-03
PH,Philippines,Post-Market,CA,Patient information and ICF,English & Tagalog version,2022-07-03
PH,Philippines,Post-Market,CA,Subject Worksheets/Patient Diary /Alert Cards,English & Tagalog version,2022-07-03
PH,Philippines,Post-Market,CA,Approval of the PFDA (Philippines CA),,2022-07-03
PH,Philippines,Post-Market,CA,"PI CV, GCP",,2022-07-03
PH,Philippines,Post-Market,CA,Site sustainability,,2022-07-03
PH,Philippines,Post-Market,CA,Proof of insurance,,2022-07-03
PH,Philippines,Post-Market,CA,Ethic Review Fee,,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Cover Letter,State the list of document submission,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,CIP,,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,IB,Arabic,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,GDPR ,,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Patient recruiment,,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Patient information & ICF,Arabic,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,CRF (all),,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Any compensation ,,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Risks & benefits assessment,,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,"PI CV, GCP",,2022-07-03
SA,Saudi Arabia,Pre-Market,CA,Declaration of conflict of interest ,,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Cover Letter,State the list of document submission,2022-07-03
SA,Saudi Arabia,Post-Market,CA,CIP,,2022-07-03
SA,Saudi Arabia,Post-Market,CA,IB,Arabic,2022-07-03
SA,Saudi Arabia,Post-Market,CA,GDPR ,,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Patient recruiment,,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Patient information & ICF,Arabic,2022-07-03
SA,Saudi Arabia,Post-Market,CA,CRF (all),,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Any compensation ,,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Risks & benefits assessment,,2022-07-03
SA,Saudi Arabia,Post-Market,CA,"PI CV, GCP",,2022-07-03
SA,Saudi Arabia,Post-Market,CA,Declaration of conflict of interest ,,2022-07-03
SG,Singapore,Pre-Market,CA,Application Form,ONLINE ishare/ROAM Download guidance. ,2022-07-03
SG,Singapore,Pre-Market,CA,CIP/Protocol,Template on webpage,2022-07-03
SG,Singapore,Pre-Market,CA,Patient information and ICF,English and local languagea,2022-07-03
SG,Singapore,Pre-Market,CA,PI CV GCP,,2022-07-03
SG,Singapore,Pre-Market,CA,Assent Form (if aplicable) ,,2022-07-03
SG,Singapore,Pre-Market,CA,Recruiment plan,"posters, brochures, advertisements, letter of invitation, scripts, etc",2022-07-03
SG,Singapore,Pre-Market,CA,CRF ,,2022-07-03
SG,Singapore,Pre-Market,CA,Please attach at least two relevant publications that support the conduct of the study.,Included in application Form,2022-07-03
SG,Singapore,Pre-Market,CA,IFU,If available,2022-07-03
SG,Singapore,Pre-Market,CA,Proof of insurance,Only for DSRB application,2022-07-03
SG,Singapore,Pre-Market,CA,DSMB Charter (if aplicale),https://ishare.singhealth.com.sg/,2022-07-03
SG,Singapore,Pre-Market,CA,ROAM platform,https://www.research.nhg.com.sg/sop/process/ROMP/Admin_Intranet_Login,2022-07-03
SG,Singapore,Post-Market,CA,Application Form,ONLINE ishare/ROAM Download guidance. ,2022-07-03
SG,Singapore,Post-Market,CA,CIP/Protocol,Template on webpage,2022-07-03
SG,Singapore,Post-Market,CA,Patient information and ICF,English and local languagea,2022-07-03
SG,Singapore,Post-Market,CA,PI CV GCP,,2022-07-03
SG,Singapore,Post-Market,CA,Assent Form (if aplicable) ,,2022-07-03
SG,Singapore,Post-Market,CA,Recruiment plan,"posters, brochures, advertisements, letter of invitation, scripts, etc",2022-07-03
SG,Singapore,Post-Market,CA,CRF ,,2022-07-03
SG,Singapore,Post-Market,CA,Please attach at least two relevant publications that support the conduct of the study.,Included in application Form,2022-07-03
SG,Singapore,Post-Market,CA,IFU,If available,2022-07-03
SG,Singapore,Post-Market,CA,Proof of insurance,Only for DSRB application,2022-07-03
SG,Singapore,Post-Market,CA,DSMB Charter (if aplicale),https://ishare.singhealth.com.sg/,2022-07-03
SG,Singapore,Post-Market,CA,ROAM platform,https://www.research.nhg.com.sg/sop/process/ROMP/Admin_Intranet_Login,2022-07-03
TH,Thailand,Pre-Market,CA,Books/notes for submitting research proposals,,2022-07-03
TH,Thailand,Pre-Market,CA,Proposal Form for Ethical Consideration For Biomedical Research Projects (AP 04-S04),,2022-07-03
TH,Thailand,Pre-Market,CA,Letter of approval from the first-class supervisor,Template: https://crec.submission-online.com/content/show?id=4 ,2022-07-03
TH,Thailand,Pre-Market,CA,CIP,,2022-07-03
TH,Thailand,Pre-Market,CA,Synopsis,in Thai language,2022-07-03
TH,Thailand,Pre-Market,CA,Patient information & ICF,,2022-07-03
TH,Thailand,Pre-Market,CA,CRF,,2022-07-03
TH,Thailand,Pre-Market,CA,IB ,AP 01-S07 Investigator's Brochure for Medical Device Study,2022-07-03
TH,Thailand,Pre-Market,CA,Recruiment plan and materials,,2022-07-03
TH,Thailand,Pre-Market,CA,Proof of insurance,,2022-07-03
TH,Thailand,Pre-Market,CA,Material transfer agreement (MTA),,2022-07-03
TH,Thailand,Pre-Market,CA,Research project budget,Draft version acceptable,2022-07-03
TH,Thailand,Pre-Market,CA,Conflict of Interest Form of the Principal Investigator and Co-Investigator,AP 06-S04 Conflict of Interest Form,2022-07-03
TH,Thailand,Pre-Market,CA,"PI CV, GCP",,2022-07-03
TH,Thailand,Pre-Market,CA,Proof of payment,,2022-07-03
TH,Thailand,Post-Market,CA,Books/notes for submitting research proposals,,2022-07-03
TH,Thailand,Post-Market,CA,Proposal Form for Ethical Consideration For Biomedical Research Projects (AP 04-S04),,2022-07-03
TH,Thailand,Post-Market,CA,Letter of approval from the first-class supervisor,Template: https://crec.submission-online.com/content/show?id=4 ,2022-07-03
TH,Thailand,Post-Market,CA,CIP,,2022-07-03
TH,Thailand,Post-Market,CA,Synopsis,in Thai language,2022-07-03
TH,Thailand,Post-Market,CA,Patient information & ICF,,2022-07-03
TH,Thailand,Post-Market,CA,CRF,,2022-07-03
TH,Thailand,Post-Market,CA,IB ,AP 01-S07 Investigator's Brochure for Medical Device Study,2022-07-03
TH,Thailand,Post-Market,CA,Recruiment plan and materials,,2022-07-03
TH,Thailand,Post-Market,CA,Proof of insurance,,2022-07-03
TH,Thailand,Post-Market,CA,Material transfer agreement (MTA),,2022-07-03
TH,Thailand,Post-Market,CA,Research project budget,Draft version acceptable,2022-07-03
TH,Thailand,Post-Market,CA,Conflict of Interest Form of the Principal Investigator and Co-Investigator,AP 06-S04 Conflict of Interest Form,2022-07-03
TH,Thailand,Post-Market,CA,"PI CV, GCP",,2022-07-03
TH,Thailand,Post-Market,CA,Proof of payment,,2022-07-03
VN,Viet Nam,Pre-Market,CA,Application form,signed and dated,2022-07-03
VN,Viet Nam,Pre-Market,CA,CIP,dated and version,2022-07-03
VN,Viet Nam,Pre-Market,CA,Synopsis,Vietnamese,2022-07-03
VN,Viet Nam,Pre-Market,CA,Description of ethics considerations,"GDPR, data management, compensation, etc",2022-07-03
VN,Viet Nam,Pre-Market,CA,IB,,2022-07-03
VN,Viet Nam,Pre-Market,CA,Patient information and ICF/Assent Form,,2022-07-03
VN,Viet Nam,Pre-Market,CA,Recruitment plan ,,2022-07-03
VN,Viet Nam,Pre-Market,CA,Data collection Forms,,2022-07-03
VN,Viet Nam,Pre-Market,CA,Other Ecs opinion (if available),,2022-07-03
VN,Viet Nam,Pre-Market,CA,"Procedure for monitoring, evaluating & managing Aes",,2022-07-03
VN,Viet Nam,Pre-Market,CA,Institution statement that allow the search to start,,2022-07-03
VN,Viet Nam,Pre-Market,CA,PI commitment to comply with ethical guidelines,,2022-07-03
VN,Viet Nam,Pre-Market,CA,"PI CV, GCP",,2022-07-03
VN,Viet Nam,Post-Market,CA,Application form,signed and dated,2022-07-03
VN,Viet Nam,Post-Market,CA,CIP,dated and version,2022-07-03
VN,Viet Nam,Post-Market,CA,Synopsis,Vietnamese,2022-07-03
VN,Viet Nam,Post-Market,CA,Description of ethics considerations,"GDPR, data management, compensation, etc",2022-07-03
VN,Viet Nam,Post-Market,CA,IB,,2022-07-03
VN,Viet Nam,Post-Market,CA,Patient information and ICF/Assent Form,,2022-07-03
VN,Viet Nam,Post-Market,CA,Recruitment plan ,,2022-07-03
VN,Viet Nam,Post-Market,CA,Data collection Forms,,2022-07-03
VN,Viet Nam,Post-Market,CA,Other Ecs opinion (if available),,2022-07-03
VN,Viet Nam,Post-Market,CA,"Procedure for monitoring, evaluating & managing Aes",,2022-07-03
VN,Viet Nam,Post-Market,CA,Institution statement that allow the search to start,,2022-07-03
VN,Viet Nam,Post-Market,CA,PI commitment to comply with ethical guidelines,,2022-07-03
VN,Viet Nam,Post-Market,CA,"PI CV, GCP",,2022-07-03
