Code,Country,Study,Submission,Documents,Note,Date
NG,Nigeria,Pre-Market,Ethics Committee,Letter from the site allowing the start of Clinical Trial,,2022-07-15
NG,Nigeria,Pre-Market,Ethics Committee,Materials Transfer Agreement (if applicable),Where samples will be shipped out of Nigeria –see prototype on the NHREC website for guidance),2022-07-15
NG,Nigeria,Pre-Market,Ethics Committee,Clinical Trial Agreement (CTA),,2022-07-15
NG,Nigeria,Pre-Market,Ethics Committee,Patient information & ICF ,Download form from website,2022-07-15
NG,Nigeria,Pre-Market,Ethics Committee,"Proof of satisfactory research ethics
training within the last 2 years.",CITI or TRREE Initiative. Visit this webpage: https://about.citiprogram.org/,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,Cover Letter to the Chairman/EC,,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,Application Form,,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,Research Protocol ,Submit 4 paper copies and the electronic format. Instruction in the guideline document.,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,Synopsis,1 page in local language,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,PI CV ,NIH Biosketch format. Max 2 pages,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,CE mark and other relevant certificates,,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,Letter of the sponsor ,,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,Letter from the site allowing the start of Clinical Trial,,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,Materials Transfer Agreement (if applicable),Where samples will be shipped out of Nigeria –see prototype on the NHREC website for guidance),2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,Clinical Trial Agreement (CTA),,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,Patient information & ICF ,Download form from website,2022-07-15
NG,Nigeria,Post-Market,Ethics Committee,"Proof of satisfactory research ethics
training within the last 2 years.",CITI or TRREE Initiative. Visit this webpage: https://about.citiprogram.org/,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,Research protocol,,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,Synopsis,,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,Patient information and ICF/Assent Form,,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,GDPR Agreement,,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,Material Transfer Agreement (MTA),,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,Other EC approval (if applicable),,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,CRF,,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,IB,,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,Data Safety Monitoring Plan (DSMP) or Data and Safety Monitoring Board (DSMB),,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,Financial Disclosure Statement (FDA),,2022-07-15
QA,Qatar,Pre-Market,Ethics Committee,Investigator Agreement (device study),,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,Research protocol,,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,Synopsis,,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,Patient information and ICF/Assent Form,,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,GDPR Agreement,,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,Material Transfer Agreement (MTA),,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,Other EC approval (if applicable),,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,CRF,,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,IB,,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,Data Safety Monitoring Plan (DSMP) or Data and Safety Monitoring Board (DSMB),,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,Financial Disclosure Statement (FDA),,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,Investigator Agreement (device study),,2022-07-15
QA,Qatar,Post-Market,Ethics Committee,Other relevant docs.: CE mark certification,,2022-07-15
TR,Turkey,Pre-Market,Ethics Committee,CIP,,2022-07-15
TR,Turkey,Pre-Market,Ethics Committee,Research budget ,,2022-07-15
TR,Turkey,Pre-Market,Ethics Committee,ICF,,2022-07-15
TR,Turkey,Pre-Market,Ethics Committee,Synopsis,,2022-07-15
TR,Turkey,Pre-Market,Ethics Committee,Helsinki Commitment statement,,2022-07-15
TR,Turkey,Pre-Market,Ethics Committee,Application Form,,2022-07-15
TR,Turkey,Pre-Market,Ethics Committee,CRF,,2022-07-15
TR,Turkey,Pre-Market,Ethics Committee,Questionnaires forms,,2022-07-15
TR,Turkey,Post-Market,Ethics Committee,CIP,,2022-07-15
TR,Turkey,Post-Market,Ethics Committee,Research budget ,,2022-07-15
TR,Turkey,Post-Market,Ethics Committee,ICF,,2022-07-15
TR,Turkey,Post-Market,Ethics Committee,Synopsis,,2022-07-15
TR,Turkey,Post-Market,Ethics Committee,Helsinki Commitment statement,,2022-07-15
TR,Turkey,Post-Market,Ethics Committee,Application Form,,2022-07-15
TR,Turkey,Post-Market,Ethics Committee,CRF,,2022-07-15
TR,Turkey,Post-Market,Ethics Committee,Questionnaires forms,,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,Application Form,,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,List of sites (Non-African),,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,Budget and funding,,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,Research protocol,,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,Synopsis,,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,Patient Information and ICF,,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,Patient questionnaires,,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,Recruiment plan,,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,Reimbursement (if applcable),,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,GDPR plan,,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,"TRREE Research Ethics Certificate for
lead applicant and any co- investigators ",LINK:  https://elearning.trree.org/,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,PI CV; GCP,,2022-07-15
ZA,South Africa,Pre-Market,Ethics Committee,Proof of payment,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,Application Form,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,List of sites (Non-African),,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,CE Mark certificate,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,Budget and funding,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,Research protocol,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,Synopsis,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,Patient Information and ICF,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,Patient questionnaires,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,Recruiment plan,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,Reimbursement (if applcable),,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,GDPR plan,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,"TRREE Research Ethics Certificate for
lead applicant and any co- investigators ",LINK:  https://elearning.trree.org/,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,PI CV; GCP,,2022-07-15
ZA,South Africa,Post-Market,Ethics Committee,Proof of payment,,2022-07-15
UG,Uganda,Pre-Market,Ethics Committee,Cover Letter & Signatures page of all applicants,,2022-07-15
UG,Uganda,Pre-Market,Ethics Committee,Application Form,Download from web: https://www.uvri.go.ug/research-ethics-committee,2022-07-15
UG,Uganda,Pre-Market,Ethics Committee,Research protocol,,2022-07-15
UG,Uganda,Pre-Market,Ethics Committee,CRF ,,2022-07-15
UG,Uganda,Pre-Market,Ethics Committee,Patient information and ICF,,2022-07-15
UG,Uganda,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
UG,Uganda,Pre-Market,Ethics Committee,Approval from other RECs ,If Aplicable,2022-07-15
UG,Uganda,Pre-Market,Ethics Committee,MATERIAL TRANSFER AGREEMENT ,If Aplicable,2022-07-15
UG,Uganda,Pre-Market,Ethics Committee,IB,,2022-07-15
UG,Uganda,Pre-Market,Ethics Committee,Proof of payment,,2022-07-15
UG,Uganda,Post-Market,Ethics Committee,Cover Letter & Signatures page of all applicants,,2022-07-15
UG,Uganda,Post-Market,Ethics Committee,Application Form,Download from web: https://www.uvri.go.ug/research-ethics-committee,2022-07-15
UG,Uganda,Post-Market,Ethics Committee,Research protocol,,2022-07-15
UG,Uganda,Post-Market,Ethics Committee,CRF ,,2022-07-15
UG,Uganda,Post-Market,Ethics Committee,Patient information and ICF,,2022-07-15
UG,Uganda,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
UG,Uganda,Post-Market,Ethics Committee,Approval from other RECs ,If Aplicable,2022-07-15
UG,Uganda,Post-Market,Ethics Committee,MATERIAL TRANSFER AGREEMENT ,If Aplicable,2022-07-15
UG,Uganda,Post-Market,Ethics Committee,IB,,2022-07-15
UG,Uganda,Post-Market,Ethics Committee,Proof of payment,,2022-07-15
GH,Ghana,Pre-Market,Ethics Committee,Cover Letter,Signed by PI,2022-07-15
GH,Ghana,Pre-Market,Ethics Committee,Research protocol,,2022-07-15
GH,Ghana,Pre-Market,Ethics Committee,Proposal (10 pages) ,see website for more info,2022-07-15
GH,Ghana,Pre-Market,Ethics Committee,Patient information and ICF,,2022-07-15
GH,Ghana,Pre-Market,Ethics Committee,Budget form,,2022-07-15
GH,Ghana,Pre-Market,Ethics Committee,Recruiment plan,,2022-07-15
GH,Ghana,Pre-Market,Ethics Committee,"Questionnaires, forms for patients (CRF)",,2022-07-15
GH,Ghana,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
GH,Ghana,Pre-Market,Ethics Committee,Head of site letter ,,2022-07-15
GH,Ghana,Pre-Market,Ethics Committee,Insurance policy,,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,Cover Letter,Signed by PI,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,Research protocol,,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,Proposal (10 pages) ,see website for more info,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,Patient information and ICF,,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,Budget form,,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,Recruiment plan,,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,"Questionnaires, forms for patients (CRF)",,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,Head of site letter ,,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,Insurance policy,,2022-07-15
GH,Ghana,Post-Market,Ethics Committee,CE mark certificate,,2022-07-15
ZW,Zimbabwe,Pre-Market,Ethics Committee,Cover letter,,2022-07-15
ZW,Zimbabwe,Pre-Market,Ethics Committee,Application fee,,2022-07-15
ZW,Zimbabwe,Pre-Market,Ethics Committee,Fully completed application MC 10 form,3 copies,2022-07-15
ZW,Zimbabwe,Pre-Market,Ethics Committee,Research protocol,,2022-07-15
ZW,Zimbabwe,Pre-Market,Ethics Committee,Patient information & ICF,including vernacular versions and English back translations,2022-07-15
ZW,Zimbabwe,Pre-Market,Ethics Committee,IB,,2022-07-15
ZW,Zimbabwe,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
ZW,Zimbabwe,Pre-Market,Ethics Committee,Monitoring plan,,2022-07-15
ZW,Zimbabwe,Pre-Market,Ethics Committee,Sponsor & Chief PI compliance with GCP,,2022-07-15
