Code,Country,Study,Submission,Documents,Note,Date
EC,Ecuador,Post-Market,Ethics Committee,"Multicenters studies, obtain the EC approval of other country",If Applicable,2022-07-15
MX,Mexico,Pre-Market,Ethics Committee,Register to the local Ethics Committee,Original version. Download from https://www.gob.mx/cms/uploads/attachment/file/598646/Solicitud_registroCEI.pdf,2022-07-15
MX,Mexico,Pre-Market,Ethics Committee,Statement of the legal representation,Copy version,2022-07-15
MX,Mexico,Pre-Market,Ethics Committee,Site license to conduct the research,Copy version,2022-07-15
MX,Mexico,Pre-Market,Ethics Committee,Original of the writing in which it is manifested under oath to tell the truth that the establishment.,Original version. ,2022-07-15
MX,Mexico,Pre-Market,Ethics Committee,Statement of  the Installation Act of the EC ,"Original version. Example in Annex 4, guide document ",2022-07-15
MX,Mexico,Pre-Market,Ethics Committee,Manual of procedures approved by the Research Ethics Committee.,"Copy version. Instruction page 25-27, guide document.",2022-07-15
MX,Mexico,Pre-Market,Ethics Committee,The certificates of designation of each one of the members of the committee.,Original version,2022-07-15
MX,Mexico,Pre-Market,Ethics Committee,"PI CVs, GCP",Copy version. Also attached license & degree obtained. Template CV: https://www.gob.mx/cms/uploads/attachment/file/601857/Ejemplo_CV.pdf,2022-07-15
MX,Mexico,Pre-Market,Ethics Committee,PI experience in clinical research during recent 5 years. ,Copy version.,2022-07-15
MX,Mexico,Post-Market,Ethics Committee,Register to the local Ethics Committee,Original version. Download from https://www.gob.mx/cms/uploads/attachment/file/598646/Solicitud_registroCEI.pdf,2022-07-15
MX,Mexico,Post-Market,Ethics Committee,Statement of the legal representation,Copy version,2022-07-15
MX,Mexico,Post-Market,Ethics Committee,Site license to conduct the research,Copy version,2022-07-15
MX,Mexico,Post-Market,Ethics Committee,Original of the writing in which it is manifested under oath to tell the truth that the establishment.,Original version. ,2022-07-15
MX,Mexico,Post-Market,Ethics Committee,Statement of  the Installation Act of the EC ,"Original version. Example in Annex 4, guide document ",2022-07-15
MX,Mexico,Post-Market,Ethics Committee,Manual of procedures approved by the Research Ethics Committee.,"Copy version. Instruction page 25-27, guide document.",2022-07-15
MX,Mexico,Post-Market,Ethics Committee,The certificates of designation of each one of the members of the committee.,Original version,2022-07-15
MX,Mexico,Post-Market,Ethics Committee,"PI CVs, GCP",Copy version. Also attached license & degree obtained. Template CV: https://www.gob.mx/cms/uploads/attachment/file/601857/Ejemplo_CV.pdf,2022-07-15
MX,Mexico,Post-Market,Ethics Committee,PI experience in clinical research during recent 5 years. ,Copy version.,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,Cover Letter,,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,Register in RESEGIS-MINSA,,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,Site approval for clinical investigation,,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,Sponsor information,,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,CIP,In ES and original language,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,IB,In ES and original language,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,Site sustainability,,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,Patient information and ICF/Assent Form,in ES,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,"Patient materials (diary, questionnaires, formulars…)",,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,Proof of insurance,,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,Recruitment plan,,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,"PI & the team CV, GCP",,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,PI statement of commitment to the clinical investigation,,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,declaration of conflicts of interest,,2022-07-15
PA,Panama,Pre-Market,Ethics Committee,Proof of payment (15ooUSD),,2022-07-15
PA,Panama,Post-Market,Ethics Committee,Cover Letter,,2022-07-15
PA,Panama,Post-Market,Ethics Committee,Register in RESEGIS-MINSA,,2022-07-15
PA,Panama,Post-Market,Ethics Committee,Site approval for clinical investigation,,2022-07-15
PA,Panama,Post-Market,Ethics Committee,Sponsor information,,2022-07-15
PA,Panama,Post-Market,Ethics Committee,CIP,In ES and original language,2022-07-15
PA,Panama,Post-Market,Ethics Committee,IB,In ES and original language,2022-07-15
PA,Panama,Post-Market,Ethics Committee,Site sustainability,,2022-07-15
PA,Panama,Post-Market,Ethics Committee,Patient information and ICF/Assent Form,in ES,2022-07-15
PA,Panama,Post-Market,Ethics Committee,"Patient materials (diary, questionnaires, formulars…)",,2022-07-15
PA,Panama,Post-Market,Ethics Committee,Proof of insurance,,2022-07-15
PA,Panama,Post-Market,Ethics Committee,Recruitment plan,,2022-07-15
PA,Panama,Post-Market,Ethics Committee,"PI & the team CV, GCP",,2022-07-15
PA,Panama,Post-Market,Ethics Committee,PI statement of commitment to the clinical investigation,,2022-07-15
PA,Panama,Post-Market,Ethics Committee,declaration of conflicts of interest,,2022-07-15
PA,Panama,Post-Market,Ethics Committee,Proof of payment (15ooUSD),,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,Application Form FOR-OGITT-028,Online: https://www.ins.gob.pe/ensayosclinicos/,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,Statement of legal representation of site (Sponsor),Allow the site to conduct clinical research,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,In the case of a foreign sponsor: Copy of the proof of the delegation of functions to the representative of the sponsor duly apostilled otherwise legalized by the Ministry of Foreign Affairs of Peru.,,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,Proof of Insurance,,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,"A sworn statement from the sponsor that he/she has a financier who immediately guarantees the free care and treatment of the research subject, should he/she suffer any adverse event as a result of the clinical trial, as long as the insurance policy is activated.",Template established in the Manual of Clinical Trial Procedures. (FOR-OGITT-029),2022-07-15
PE,Peru,Pre-Market,Ethics Committee,Budget plan,Template FOR-OGITT-032,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,Stament of financial conflict of interest,Template FOR-OGITT-063,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,Site sustainability ,Template FOR-OGITT-064. Signed by PI & Sponsor,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,CIP,ES & other languages if applicable,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,Patient information & ICF,,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,IB ,ES & other languages if applicable,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,Information about device quality,,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,List of necessary material for the center during clinical trial,FOR-OGITT-033,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,"CV, GCP of PI & all members",Template FOR-OGITT-031,2022-07-15
PE,Peru,Pre-Market,Ethics Committee,Instructions & template,https://ensayosclinicos-repec.ins.gob.pe/acerca-del-repec/registro-de-ensayos-clinicos,2022-07-15
PE,Peru,Post-Market,Ethics Committee,Application Form FOR-OGITT-028,Online: https://www.ins.gob.pe/ensayosclinicos/,2022-07-15
PE,Peru,Post-Market,Ethics Committee,Statement of legal representation of site (Sponsor),Allow the site to conduct clinical research,2022-07-15
PE,Peru,Post-Market,Ethics Committee,In the case of a foreign sponsor: Copy of the proof of the delegation of functions to the representative of the sponsor duly apostilled otherwise legalized by the Ministry of Foreign Affairs of Peru.,,2022-07-15
PE,Peru,Post-Market,Ethics Committee,Proof of Insurance,,2022-07-15
PE,Peru,Post-Market,Ethics Committee,"A sworn statement from the sponsor that he/she has a financier who immediately guarantees the free care and treatment of the research subject, should he/she suffer any adverse event as a result of the clinical trial, as long as the insurance policy is activated.",Template established in the Manual of Clinical Trial Procedures. (FOR-OGITT-029),2022-07-15
PE,Peru,Post-Market,Ethics Committee,Budget plan,Template FOR-OGITT-032,2022-07-15
PE,Peru,Post-Market,Ethics Committee,Stament of financial conflict of interest,Template FOR-OGITT-063,2022-07-15
PE,Peru,Post-Market,Ethics Committee,Site sustainability ,Template FOR-OGITT-064. Signed by PI & Sponsor,2022-07-15
PE,Peru,Post-Market,Ethics Committee,CIP,ES & other languages if applicable,2022-07-15
PE,Peru,Post-Market,Ethics Committee,Patient information & ICF,,2022-07-15
PE,Peru,Post-Market,Ethics Committee,IB ,ES & other languages if applicable,2022-07-15
PE,Peru,Post-Market,Ethics Committee,Information about device quality,,2022-07-15
PE,Peru,Post-Market,Ethics Committee,List of necessary material for the center during clinical trial,FOR-OGITT-033,2022-07-15
PE,Peru,Post-Market,Ethics Committee,"CV, GCP of PI & all members",Template FOR-OGITT-031,2022-07-15
PE,Peru,Post-Market,Ethics Committee,Instructions & template,https://ensayosclinicos-repec.ins.gob.pe/acerca-del-repec/registro-de-ensayos-clinicos,2022-07-15
UY,Uruguay,Pre-Market,Ethics Committee,Cover Letter ,,2022-07-15
UY,Uruguay,Pre-Market,Ethics Committee,"PI CV, GCP",Dated & Signed,2022-07-15
UY,Uruguay,Pre-Market,Ethics Committee,Synopsis,,2022-07-15
UY,Uruguay,Pre-Market,Ethics Committee,CIP,,2022-07-15
UY,Uruguay,Pre-Market,Ethics Committee,GDPR measurements,,2022-07-15
UY,Uruguay,Pre-Market,Ethics Committee,Expected results,,2022-07-15
UY,Uruguay,Pre-Market,Ethics Committee,Financing and declaration of conflicts of interest,,2022-07-15
UY,Uruguay,Pre-Market,Ethics Committee,Patient information & ICF,,2022-07-15
UY,Uruguay,Post-Market,Ethics Committee,Cover Letter ,,2022-07-15
UY,Uruguay,Post-Market,Ethics Committee,"PI CV, GCP",Dated & Signed,2022-07-15
UY,Uruguay,Post-Market,Ethics Committee,Synopsis,,2022-07-15
UY,Uruguay,Post-Market,Ethics Committee,CIP,,2022-07-15
UY,Uruguay,Post-Market,Ethics Committee,GDPR measurements,,2022-07-15
UY,Uruguay,Post-Market,Ethics Committee,Expected results,,2022-07-15
UY,Uruguay,Post-Market,Ethics Committee,Financing and declaration of conflicts of interest,,2022-07-15
UY,Uruguay,Post-Market,Ethics Committee,Patient information & ICF,,2022-07-15
US,United States,Pre-Market,Ethics Committee,CIP,,2022-07-15
US,United States,Pre-Market,Ethics Committee,Patient information & ICF,,2022-07-15
US,United States,Pre-Market,Ethics Committee,Recruitment plan,,2022-07-15
US,United States,Pre-Market,Ethics Committee,IB,,2022-07-15
US,United States,Pre-Market,Ethics Committee,Safety report,,2022-07-15
US,United States,Pre-Market,Ethics Committee,Participant payments/compensation,,2022-07-15
US,United States,Pre-Market,Ethics Committee,"PI CV, GCP",,2022-07-15
VE,Venezuela,Pre-Market,Ethics Committee,Cover Letter,Signed by PI & Sponsor,2022-07-15
VE,Venezuela,Pre-Market,Ethics Committee,CIP,,2022-07-15
VE,Venezuela,Pre-Market,Ethics Committee,Patient information and ICF,,2022-07-15
VE,Venezuela,Pre-Market,Ethics Committee,Authorization from the correspondence head of the place where clinical trial is conducting,,2022-07-15
