Code,Country,Study,Submission,Documents,Note,Date
FI,Finland,Post-Market,CA,The protection and confidentiality of personal data/ personal information,,2022-06-30
FI,Finland,Post-Market,CA,List of GSPRs,,2022-06-30
FI,Finland,Post-Market,CA,AS APLICABLE,,2022-06-30
FI,Finland,Post-Market,CA,Risk management documentation,,2022-06-30
FI,Finland,Post-Market,CA,Test reports,,2022-06-30
FI,Finland,Post-Market,CA,Proof of Clinical Investigation Insurance,,2022-06-30
FI,Finland,Post-Market,CA,Suitability of investigational sites and investigation site team,,2022-06-30
FI,Finland,Post-Market,CA,Manufacturer’s Instructions for Use,,2022-06-30
FI,Finland,Post-Market,CA,Suitability of the investigators,,2022-06-30
FI,Finland,Post-Market,CA,Recruitment procedures and advertising materials,,2022-06-30
FI,Finland,Post-Market,CA,"ICF, participants information, compensation….",,2022-06-30
FI,Finland,Post-Market,CA,CE Certificate,,2022-06-30
FI,Finland,Post-Market,CA,Decisions from other countries,,2022-06-30
FI,Finland,Post-Market,CA,PMCF Plan,,2022-06-30
FR,France,Pre-Market,CA,Main,,2022-06-30
FR,France,Pre-Market,CA,Application form (FAEC) ,Please refer to Annex 2 of AAP-part 2,2022-06-30
FR,France,Pre-Market,CA,Clinical evaluation plan (CEP),summary of the clinical evaluation plan (precise Version number and Date),2022-06-30
FR,France,Pre-Market,CA,Investigator brochure (IB),(precise version number and date),2022-06-30
FR,France,Pre-Market,CA,Clinical investigation plan (PROTOCOLE),Containing all items of annex XV chap II.3 (precise Version number and Date),2022-06-30
FR,France,Pre-Market,CA,Protocol synopsis (RESUME),French,2022-06-30
FR,France,Pre-Market,CA,Other information (Please refer to Annex XV chap II 4),,2022-06-30
FR,France,Pre-Market,CA,"Signed statement by the natural or legal person responsible for the manufacture of the investigational device in question that it conforms to the general safety and performance requirements apart from the aspects covered by the clinical investigation and that, with regards to those aspects, every precaution has been taken to protect the health and safety of the subject",,2022-06-30
FR,France,Pre-Market,CA,Signed statement that the sponsor is aware that the competent authority may contact the ethics committee that is assessing or has assessed the application,,2022-06-30
FR,France,Pre-Market,CA,Proof of insurance (ASSURANCE) cover or indemnification of subjects in case of injury,"The proof of insurance cover must comply with the articles L. 1121-10 and 
R.1121-4 to R1121-9 of the French public health code. It must cover at least 
the period between the first inclusion and the last visit of a French participant. 
It must mention the estimated end date of the study and the contact details 
of the EU legal representative. IN FRENCH",2022-06-30
FR,France,Pre-Market,CA,Documents to be used to obtain informed consent (NIFC),"Please refer to page 7 of AAP-part 2 for details regarding the modalities of 
submission. IN FRENCH",2022-06-30
FR,France,Pre-Market,CA,"Patient Information form (including all written information to participants, and compensation of participants)",In French,2022-06-30
FR,France,Pre-Market,CA,Informed consent sheet,In French,2022-06-30
FR,France,Pre-Market,CA,Informed consent process,In French,2022-06-30
FR,France,Pre-Market,CA,"All the document used to recruit participants (letter to general practitioners, posters, explanatory booklets, websites, etc.) (RECRUTEMENT)",In french,2022-06-30
FR,France,Pre-Market,CA,Description of the arrangements to comply with the applicable rules on the protection and confidentiality of personal data/ personal information (refer to annex XV chap II 4.5) (DONNEES),Please refer to page 7 of AAP part 2 for details,2022-06-30
FR,France,Pre-Market,CA,Copy of the opinion of the Ethics Committee (CPP) if available (to be submitted as soon as available) (AVIS),if applicable,2022-06-30
FR,France,Pre-Market,CA,Technical file (DOSSIER_TECHNIQUE),,2022-06-30
FR,France,Pre-Market,CA,Instruction for use for the clinical investigation ,Version No & Date,2022-06-30
FR,France,Pre-Market,CA,"Risk management, risk analysis",,2022-06-30
FR,France,Pre-Market,CA,List of standards and common specifications applied (if not included in the IB),(precise Version number and Date),2022-06-30
FR,France,Pre-Market,CA,List of technical and functional features and the related expected clinical outcomes of the studied medical device,,2022-06-30
FR,France,Pre-Market,CA,Critical analysis of non-clinical and clinical data related to the MD studied in relation to the evaluation of the benefits and risks of the investigation,,2022-06-30
FR,France,Pre-Market,CA,Pre-clinical data,,2022-06-30
FR,France,Pre-Market,CA,Clinical data,,2022-06-30
FR,France,Pre-Market,CA,Other documents - National requirements (DOCUMENTS),,2022-06-30
FR,France,Pre-Market,CA,"Investigator list, proof of suitability of clinical investigators (LISTE_CV) and of suitability of investigational sites and investigational site team (EQUIPEMENT) ",Please refer to page 7 of AAP for details regarding the CV,2022-06-30
FR,France,Pre-Market,CA,Authorisation of the investigational site (JUS_EQUIPEMENT),,2022-06-30
FR,France,Pre-Market,CA,Import certificate for investigational medicinal products used in the IC ,If applicable. In French,2022-06-30
FR,France,Pre-Market,CA,Copy of the authorization issued by the third party to the sponsor to communicate the data related to the MD,,2022-06-30
FR,France,Pre-Market,CA,PMCF plan,,2022-06-30
FR,France,Post-Market,CA,Main,,2022-06-30
FR,France,Post-Market,CA,Application form (FAEC) ,Please refer to Annex 2 of AAP-part 2,2022-06-30
FR,France,Post-Market,CA,Clinical evaluation plan (CEP),summary of the clinical evaluation plan (precise Version number and Date),2022-06-30
FR,France,Post-Market,CA,Instruction for use (IFU) for CE medical device used within or without the scope of its intended purpose,(precise version number and date),2022-06-30
FR,France,Post-Market,CA,Clinical investigation plan (PROTOCOLE),Containing all items of annex XV chap II.3 (precise Version number and Date),2022-06-30
FR,France,Post-Market,CA,Protocol synopsis (RESUME),French,2022-06-30
FR,France,Post-Market,CA,Other information (Please refer to Annex XV chap II 4),,2022-06-30
FR,France,Post-Market,CA,Signed statement that the sponsor is aware that the competent authority may contact the ethics committee that is assessing or has assessed the application,,2022-06-30
FR,France,Post-Market,CA,Proof of insurance (ASSURANCE) cover or indemnification of subjects in case of injury,"The proof of insurance cover must comply with the articles L. 1121-10 and 
R.1121-4 to R1121-9 of the French public health code. It must cover at least 
the period between the first inclusion and the last visit of a French participant. 
It must mention the estimated end date of the study and the contact details 
of the EU legal representative. IN FRENCH",2022-06-30
FR,France,Post-Market,CA,Documents to be used to obtain informed consent (NIFC),"Please refer to page 7 of AAP-part 2 for details regarding the modalities of 
submission. IN FRENCH",2022-06-30
FR,France,Post-Market,CA,"Patient Information form (including all written information to participants, and compensation of participants)",In French,2022-06-30
FR,France,Post-Market,CA,Informed consent sheet,In French,2022-06-30
FR,France,Post-Market,CA,Informed consent process,In French,2022-06-30
FR,France,Post-Market,CA,"All the document used to recruit participants (letter to general practitioners, posters, explanatory booklets, websites, etc.) (RECRUTEMENT)",In french,2022-06-30
FR,France,Post-Market,CA,Description of the arrangements to comply with the applicable rules on the protection and confidentiality of personal data/ personal information (refer to annex XV chap II 4.5) (DONNEES),Please refer to page 7 of AAP part 2 for details,2022-06-30
FR,France,Post-Market,CA,Copy of the opinion of the Ethics Committee (CPP) if available (to be submitted as soon as available) (AVIS),if applicable,2022-06-30
FR,France,Post-Market,CA,Technical file (DOSSIER_TECHNIQUE),,2022-06-30
FR,France,Post-Market,CA,Statement of conformity: EC declaration of conformity or EU declaration of conformity ,(refer to art.19),2022-06-30
FR,France,Post-Market,CA,EC certificate,,2022-06-30
FR,France,Post-Market,CA,Instructions for use for the clinical investigation ,(precise Version number and Date),2022-06-30
FR,France,Post-Market,CA,Other documents - National requirements (DOCUMENTS),,2022-06-30
FR,France,Post-Market,CA,"Investigator list, proof of suitability of clinical investigators (LISTE_CV) and of suitability of investigational sites and investigational site team (EQUIPEMENT) ",Please refer to page 7 of AAP for details regarding the CV,2022-06-30
FR,France,Post-Market,CA,Import certificate for investigational medicinal products used in the IC ,If applicable. In French,2022-06-30
FR,France,Post-Market,CA,PMCF plan,,2022-06-30
GK,Grece,Pre-Market,CA,I. Cover letter containing a list of contents and the total budget of the study in Greece (summary),,2022-06-30
GK,Grece,Pre-Market,CA,"II. General Part: The documentation to be included in the General Part of the filing file to the EOF is set out in Annex XV, Chapter II of Regulation (EU) 2017/745.",,2022-06-30
GK,Grece,Pre-Market,CA,Application Form,,2022-06-30
GK,Grece,Pre-Market,CA,Investigator Brochure (IB),,2022-06-30
GK,Grece,Pre-Market,CA,Clinical Investigation Plan (CIP),,2022-06-30
GK,Grece,Pre-Market,CA,Compliance statement letter,,2022-06-30
GK,Grece,Pre-Market,CA,Insurance certificate,,2022-06-30
GK,Grece,Pre-Market,CA,Patient informed consent form (ICF),,2022-06-30
GK,Grece,Pre-Market,CA,Data confidentiality letter,,2022-06-30
GK,Grece,Pre-Market,CA,Instruction for use (IFU),,2022-06-30
GK,Grece,Pre-Market,CA,Case report form (CRF),,2022-06-30
GK,Grece,Pre-Market,CA,"III. Special Part: In addition to the supporting documents of the General Part, the file to the EOF will include the following Special supporting documents:",,2022-06-30
GK,Grece,Pre-Market,CA,"Completed the application form in Greek (available on the EOF website), in searchable pdf format, with signature, signatory details and date  ",,2022-06-30
GK,Grece,Pre-Market,CA,"General Summary of the clinical investigation plan (SYNOPSIS) in the Greek language (Relative to Section 3.1.5 of Reg. 2017/745, Par. XV, Chapter II)",,2022-06-30
GK,Grece,Pre-Market,CA,"Patient information and consent form (s), in Greek (& original in English if available). ",,2022-06-30
GK,Grece,Pre-Market,CA,Agreement PI & Sponsor,,2022-06-30
GK,Grece,Pre-Market,CA,"PI CVs, GCPs",,2022-06-30
GK,Grece,Pre-Market,CA,"If the applicant is not the sponsor, a letter of authorization to the applicant to act on behalf of the sponsor.",,2022-06-30
GK,Grece,Pre-Market,CA,CE marking certificate (if aplicable),,2022-06-30
GK,Grece,Pre-Market,CA,"Model of the label in the Greek language in which there will be, among other information, the labeling ""exclusively for clinical trials"".",,2022-06-30
GK,Grece,Pre-Market,CA,"Responsible statement from the sponsor stating whether the product contains as an integral part of the substance or derivative of human blood (in addition to Point 2.6 of Reg. 2017/745, Par. XV, Chapter II).",,2022-06-30
GK,Grece,Pre-Market,CA,Proof of payment of a fee in favor of EOF,,2022-06-30
GK,Grece,Pre-Market,CA,Study Budget,,2022-06-30
GK,Grece,Post-Market,CA,I. Cover letter which will include a list of contents,,2022-06-30
GK,Grece,Post-Market,CA,"II. General Part: The documentation to be included in the General Part of the filing file to the EOF is set out in Annex XV, Chapter II of Regulation (EU) 2017/745.",,2022-06-30
GK,Grece,Post-Market,CA,Application Form,,2022-06-30
GK,Grece,Post-Market,CA,Investigator Brochure (IB),,2022-06-30
GK,Grece,Post-Market,CA,Clinical Investigation Plan (CIP),,2022-06-30
GK,Grece,Post-Market,CA,Compliance statement letter,,2022-06-30
GK,Grece,Post-Market,CA,Insurance certificate,,2022-06-30
GK,Grece,Post-Market,CA,Patient informed consent form (ICF),,2022-06-30
GK,Grece,Post-Market,CA,Data confidentiality letter,,2022-06-30
GK,Grece,Post-Market,CA,Instruction for use (IFU),,2022-06-30
GK,Grece,Post-Market,CA,Case report form (CRF),,2022-06-30
GK,Grece,Post-Market,CA,"III. Special Part: In addition to the supporting documents of the General Part, the file to the EOF will include the following Special supporting documents:",,2022-06-30
GK,Grece,Post-Market,CA,"Completed the application form in Greek (available on the EOF website), in searchable pdf format, with signature, signatory details and date  ",,2022-06-30
GK,Grece,Post-Market,CA,"General Summary of the clinical investigation plan (SYNOPSIS) in the Greek language (Relative to Section 3.1.5 of Reg. 2017/745, Par. XV, Chapter II)",,2022-06-30
GK,Grece,Post-Market,CA,"Patient information and consent form (s), in Greek (& original in English if available). ",,2022-06-30
GK,Grece,Post-Market,CA,Agreement PI & Sponsor,,2022-06-30
GK,Grece,Post-Market,CA,"PI CVs, GCPs",,2022-06-30
GK,Grece,Post-Market,CA,"If the applicant is not the sponsor, a letter of authorization to the applicant to act on behalf of the sponsor.",,2022-06-30
GK,Grece,Post-Market,CA,CE marking certificate (if aplicable),,2022-06-30
GK,Grece,Post-Market,CA,"Model of the label in the Greek language in which there will be, among other information, the labeling ""exclusively for clinical trials"".",,2022-06-30
GK,Grece,Post-Market,CA,"Responsible statement from the sponsor stating whether the product contains as an integral part of the substance or derivative of human blood (in addition to Point 2.6 of Reg. 2017/745, Par. XV, Chapter II).",,2022-06-30
GK,Grece,Post-Market,CA,Proof of payment of a fee in favor of EOF,,2022-06-30
GK,Grece,Post-Market,CA,Study Budget,,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,Cover Letter,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,Proof of payment,,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,Ethical favorable opinion from EC,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,APLICATION FORM ,See MDCG 2021-08 guide,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,"A description compiled for the examiner, the content of which complies with the provisions of MDR XV.",,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,CIP,,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,Monitoring plan if not included in CIP,,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,Synopsis,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,IFU,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,Documentation ofr comparator device,If aplicable,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,Technical documention. Device information,,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,Proof of insurance,,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,"Documents to be used to obtain the informed consent, including the package leaflet and the informed consent",Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,Data protection,,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,Agreements between parties ,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,"PI CVs, GCPs",Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Pre-Market,CA,A statement from the head of the medical institution providing the test site stating that he is aware of the intention to conduct the test agrees with the personal and material conditions are provided for the investigation.,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,Cover Letter,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,Proof of payment,,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,Ethical favorable opinion from EC,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,APLICATION FORM ,See MDCG 2021-08 guide,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,"A description compiled for the examiner, the content of which complies with the provisions of MDR XV.",,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,CIP,,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,Monitoring plan if not included in CIP,,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,Synopsis,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,CE Certificate ,,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,IFU,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,Documentation ofr comparator device,If aplicable,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,Technical documention. Device information,,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,Proof of insurance,,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,"Documents to be used to obtain the informed consent, including the package leaflet and the informed consent",Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,Data protection,,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,Agreements between parties ,Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,"PI CVs, GCPs",Hungarian,2022-06-30
HR,Croatia (local name: Hrvatska),Post-Market,CA,A statement from the head of the medical institution providing the test site stating that he is aware of the intention to conduct the test agrees with the personal and material conditions are provided for the investigation.,Hungarian,2022-06-30
IE,Ireland,Pre-Market,CA,Application form,Download from web,2022-06-30
IE,Ireland,Pre-Market,CA,CIP,"Version and Date, and amendments",2022-06-30
IE,Ireland,Pre-Market,CA,Statement of compliance with the recognised ethical principles for medical research involving humans and the principles of good clinical practice in the field of clinical investigations of devices and with applicable regulatory requirements,,2022-06-30
IE,Ireland,Pre-Market,CA,Sponsor's contact details,,2022-06-30
IE,Ireland,Pre-Market,CA,"Identification of the principal investigator at each investigational site, the coordinating investigator, address details for each investigational site, emergency contact details for the principal investigator at each site. The roles, responsibilities and qualifications of the investigators must also be specified in the CIP.",,2022-06-30
IE,Ireland,Pre-Market,CA,Funding & agreements,,2022-06-30
IE,Ireland,Pre-Market,CA,Synopsis ,In EN,2022-06-30
IE,Ireland,Pre-Market,CA,Identification and description of the device,,2022-06-30
IE,Ireland,Pre-Market,CA,Risk assessments ,,2022-06-30
IE,Ireland,Pre-Market,CA,Description of the relevance of the clinical investigation in the context of the state of the art of clinical practice,,2022-06-30
IE,Ireland,Pre-Market,CA,Objectives and hypotheses of the clinical investigation,,2022-06-30
IE,Ireland,Pre-Market,CA,"Full description and justification of investigation design with evidence of its scientific robustness and validity, including criteria used for decision making, e.g. meeting end point, stopping criteria",,2022-06-30
IE,Ireland,Pre-Market,CA,ICF & patient information,,2022-06-30
IE,Ireland,Pre-Market,CA,Policy regarding follow-up and management of any deviations from investigation protocol,,2022-06-30
IE,Ireland,Pre-Market,CA,Device accountability,,2022-06-30
IE,Ireland,Pre-Market,CA,"Proposed clinical and procedural follow-up protocols for participants, both during and after the clinical investigation, if applicable",,2022-06-30
IE,Ireland,Pre-Market,CA,Data management plan,,2022-06-30
IE,Ireland,Pre-Market,CA,Monitoring plan,,2022-06-30
IE,Ireland,Pre-Market,CA,Safety reports,,2022-06-30
IE,Ireland,Pre-Market,CA,IB ,,2022-06-30
IE,Ireland,Pre-Market,CA,Pre-clinical & clinical information ,,2022-06-30
IE,Ireland,Pre-Market,CA,EC ,,2022-06-30
IE,Ireland,Pre-Market,CA,Copy of Opinion of the EC,,2022-06-30
IE,Ireland,Pre-Market,CA,Proof of insurance,,2022-06-30
IE,Ireland,Post-Market,CA,Aplication Form,Download from web,2022-06-30
IE,Ireland,Post-Market,CA,CIP,"Dated, Version No",2022-06-30
IE,Ireland,Post-Market,CA,IB OR IFU,,2022-06-30
IE,Ireland,Post-Market,CA,Opinion from EC,,2022-06-30
IE,Ireland,Post-Market,CA,Documents used to obtain informed consent,,2022-06-30
IE,Ireland,Post-Market,CA,Statement on Data Protection,,2022-06-30
IE,Ireland,Post-Market,CA,CE marking,,2022-06-30
IE,Ireland,Post-Market,CA,"PI Cvs, GCPs",,2022-06-30
IS,Iceland,Pre-Market,CA,MANDATORY,,2022-06-30
IS,Iceland,Pre-Market,CA,Cover letter,,2022-06-30
IS,Iceland,Pre-Market,CA,Application form,,2022-06-30
IS,Iceland,Pre-Market,CA,Investigator’s Brochure (including any annexes) ,,2022-06-30
IS,Iceland,Pre-Market,CA,CIP,,2022-06-30
IS,Iceland,Pre-Market,CA,CEP,,2022-06-30
IS,Iceland,Pre-Market,CA,Synopsis,,2022-06-30
IS,Iceland,Pre-Market,CA,Statement of conformity,,2022-06-30
IS,Iceland,Pre-Market,CA,Example of labels,,2022-06-30
IS,Iceland,Pre-Market,CA,The protection and confidentiality of personal data/ personal information,,2022-06-30
IS,Iceland,Pre-Market,CA,List of GSPRs,,2022-06-30
IS,Iceland,Pre-Market,CA,AS APLICABLE,,2022-06-30
IS,Iceland,Pre-Market,CA,Risk management documentation,,2022-06-30
IS,Iceland,Pre-Market,CA,Test reports,,2022-06-30
IS,Iceland,Pre-Market,CA,Proof of Clinical Investigation Insurance,,2022-06-30
IS,Iceland,Pre-Market,CA,Suitability of investigational sites and investigation site team,,2022-06-30
IS,Iceland,Pre-Market,CA,Manufacturer’s Instructions for Use,,2022-06-30
IS,Iceland,Pre-Market,CA,Suitability of the investigators,,2022-06-30
IS,Iceland,Pre-Market,CA,Recruitment procedures and advertising materials,,2022-06-30
IS,Iceland,Pre-Market,CA,"ICF, participants information, compensation….",,2022-06-30
IS,Iceland,Pre-Market,CA,Decisions from other countries,,2022-06-30
IS,Iceland,Post-Market,CA,MANDATORY,,2022-06-30
IS,Iceland,Post-Market,CA,Cover letter,,2022-06-30
IS,Iceland,Post-Market,CA,Application form,,2022-06-30
IS,Iceland,Post-Market,CA,Investigator’s Brochure (including any annexes) ,,2022-06-30
IS,Iceland,Post-Market,CA,CIP,,2022-06-30
IS,Iceland,Post-Market,CA,CEP,,2022-06-30
IS,Iceland,Post-Market,CA,Synopsis,,2022-06-30
IS,Iceland,Post-Market,CA,Statement of conformity,,2022-06-30
IS,Iceland,Post-Market,CA,Example of labels,,2022-06-30
IS,Iceland,Post-Market,CA,The protection and confidentiality of personal data/ personal information,,2022-06-30
IS,Iceland,Post-Market,CA,List of GSPRs,,2022-06-30
IS,Iceland,Post-Market,CA,AS APLICABLE,,2022-06-30
IS,Iceland,Post-Market,CA,Risk management documentation,,2022-06-30
IS,Iceland,Post-Market,CA,Test reports,,2022-06-30
IS,Iceland,Post-Market,CA,Proof of Clinical Investigation Insurance,,2022-06-30
IS,Iceland,Post-Market,CA,Suitability of investigational sites and investigation site team,,2022-06-30
IS,Iceland,Post-Market,CA,Manufacturer’s Instructions for Use,,2022-06-30
IS,Iceland,Post-Market,CA,Suitability of the investigators,,2022-06-30
IS,Iceland,Post-Market,CA,Recruitment procedures and advertising materials,,2022-06-30
IS,Iceland,Post-Market,CA,"ICF, participants information, compensation….",,2022-06-30
IS,Iceland,Post-Market,CA,CE Certificate,,2022-06-30
IS,Iceland,Post-Market,CA,Decisions from other countries,,2022-06-30
IS,Iceland,Post-Market,CA,PMCF Plan,,2022-06-30
IT,Italy,Pre-Market,CA,Letter of request, Italian or bilingual Italian/ English,2022-06-30
IT,Italy,Pre-Market,CA,Application form (IT or EN version),"Italian or English, including Appendix showing the list of documents supporting the application.",2022-06-30
IT,Italy,Pre-Market,CA,Investigator's dossier,"Manufacturer's Instructions, Label Examples, Instructions for Use, List of General Safety and Performance Requirements and Applicable Standards, Summary of Risk, Benefit and risk management",2022-06-30
IT,Italy,Pre-Market,CA,CIP with Synopsis ,Same language CIP & Synopsis,2022-06-30
IT,Italy,Pre-Market,CA,Declaration that devices complies with the GSPRs ,,2022-06-30
IT,Italy,Pre-Market,CA,Copy of the opinion / single opinion issued by the Ethics Committee / Coordinating Ethics Committee ,depending on whether the trial centers in Italy are one or more than one,2022-06-30
IT,Italy,Pre-Market,CA,Proof of insurance coverage or indemnification,,2022-06-30
IT,Italy,Pre-Market,CA,"ICF, including the patient information sheet ",Italian,2022-06-30
IT,Italy,Pre-Market,CA,Protection and confidentiality of personal data,,2022-06-30
IT,Italy,Pre-Market,CA,"Proof of payment of the fee of € 2,245.20",,2022-06-30
IT,Italy,Pre-Market,CA,Substitutive declaration of the deed of notoriety of the natural person acting as the legal representative of the Sponsor,Download from webpage ,2022-06-30
IT,Italy,Pre-Market,CA,Substitutive declaration of the deed of notoriety of the natural person acting as legal representative of the manufacturing manager,Download from webpage,2022-06-30
IT,Italy,Pre-Market,CA,Copy of any power of attorney to the person who submits the application and is the recipient of the communications from the Competent Authority,Download from webpage,2022-06-30
IT,Italy,Pre-Market,CA,Documentation relating to the suitability of the health facility (s) of the investigator (s),,2022-06-30
IT,Italy,Pre-Market,CA,"List of trial centers and related ethics committees, including all their PEC addresses",,2022-06-30
IT,Italy,Pre-Market,CA,"Other documents, where applicable ","e.g. Opinion of the group of experts, Decisions of other Competent Authorities, PMCF Plan, Documentation of recruitment procedures and advertising material, any opinions of other Ethics Committees)",2022-06-30
IT,Italy,Pre-Market,CA,Investigator's application dated and signed,,2022-06-30
IT,Italy,Pre-Market,CA,"If the study is sponsored, receipt of the transfer or declaration from the Promoter in the case of a non-profit study",,2022-06-30
IT,Italy,Pre-Market,CA,EC documents list,,2022-06-30
IT,Italy,Pre-Market,CA,"Please submit the following application in this way: Send a hard copy and an electronic copy (cd-rom) of the documents listed below to the Secretariat Office of the Ethics Committee, Pav. 3 - New Entrance Careggi (NIC) - Didactics - Largo Brambilla, 3 - 50134 Florence",Region Toscana: https://www.aou-careggi.toscana.it/internet/index.php?option=com_content&view=article&id=4385&Itemid=962&lang=it,2022-06-30
IT,Italy,Pre-Market,CA,Documents ,Note,2022-06-30
IT,Italy,Pre-Market,CA,Letter of Intent (Form in webpage),,2022-06-30
IT,Italy,Pre-Market,CA,Synopsis in Italian (Form in webpage),,2022-06-30
IT,Italy,Pre-Market,CA,Complete study protocol and any amendments with version and date on each page (CIP),,2022-06-30
IT,Italy,Pre-Market,CA,List of participating sites,,2022-06-30
IT,Italy,Pre-Market,CA,Data collection information (CRF),,2022-06-30
IT,Italy,Pre-Market,CA,Insurance certificate in Italian (if applicable),,2022-06-30
IT,Italy,Pre-Market,CA,Receipt of the payment of the amount established by the Tuscany Region for the examination of the study protocol,,2022-06-30
IT,Italy,Pre-Market,CA,Economic agreement (Form on webpage),,2022-06-30
IT,Italy,Pre-Market,CA,Informed Consent Form in Italian (Form on webpage),,2022-06-30
IT,Italy,Pre-Market,CA,Device user manual = IFU?,,2022-06-30
IT,Italy,Pre-Market,CA,CE Marking Certification ,,2022-06-30
IT,Italy,Pre-Market,CA,Device Preliminary CheckList (Form in webpage),CHECK if the device has registered in Italy. https://www.salute.gov.it/interrogazioneDispositivi/RicercaDispositiviServlet?action=ACTION_MASCHERA ,2022-06-30
IT,Italy,Pre-Market,CA,PI Acceptance Form (on webpage),,2022-06-30
IT,Italy,Pre-Market,CA,"PI CVs, GCPs.. Up to date",,2022-06-30
IT,Italy,Pre-Market,CA,Feasibility Assessment (Form on webpage),,2022-06-30
IT,Italy,Pre-Market,CA,Public Statement on Local Investigator's Conflict of Interest (Form on webpage),,2022-06-30
IT,Italy,Post-Market,CA,Letter of request, Italian or bilingual Italian/ English,2022-06-30
IT,Italy,Post-Market,CA,Application form (download from web IT/EN version),"Italian or English, including Appendix showing the list of documents supporting the application.",2022-06-30
IT,Italy,Post-Market,CA,Investigator's dossier,"Manufacturer's Instructions, Label Examples, Instructions for Use, List of General Safety and Performance Requirements and Applicable Standards, Summary of Risk, Benefit and risk management",2022-06-30
IT,Italy,Post-Market,CA,CIP with Synopsis ,Same language CIP & Synopsis,2022-06-30
IT,Italy,Post-Market,CA,Declaration that devices complies with the GSPRs ,,2022-06-30
IT,Italy,Post-Market,CA,Copy of the opinion / single opinion issued by the Ethics Committee / Coordinating Ethics Committee ,depending on whether the trial centers in Italy are one or more than one,2022-06-30
IT,Italy,Post-Market,CA,Proof of insurance coverage or indemnification,,2022-06-30
IT,Italy,Post-Market,CA,"ICF, including the patient information sheet ",Italian,2022-06-30
IT,Italy,Post-Market,CA,Protection and confidentiality of personal data,,2022-06-30
IT,Italy,Post-Market,CA,"Proof of payment of the fee of € 2,245.20",,2022-06-30
IT,Italy,Post-Market,CA,Substitutive declaration of the deed of notoriety of the natural person acting as the legal representative of the Sponsor,,2022-06-30
IT,Italy,Post-Market,CA,Substitutive declaration of the deed of notoriety of the natural person acting as legal representative of the manufacturing manager,,2022-06-30
IT,Italy,Post-Market,CA,Copy of any power of attorney to the person who submits the application and is the recipient of the communications from the Competent Authority,,2022-06-30
IT,Italy,Post-Market,CA,Documentation relating to the suitability of the health facility (s) of the investigator (s),,2022-06-30
IT,Italy,Post-Market,CA,"List of trial centers and related ethics committees, including all their PEC addresses",,2022-06-30
IT,Italy,Post-Market,CA,"Other documents, where applicable ","e.g. Opinion of the group of experts, Decisions of other Competent Authorities, PMCF Plan, Documentation of recruitment procedures and advertising material, any opinions of other Ethics Committees)",2022-06-30
LT,Lithuania,Pre-Market,CA,Application Form,Download from web https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/6abb8a40302911eb8c97e01ffe050e1c?jfwid=-vvhf0h3w,2022-06-30
LT,Lithuania,Pre-Market,CA,CEP,Dated version and signed,2022-06-30
